"","detectorid","highwayid","enabledflag","locationtext","detectortype","detectorclass","detectortitle","detectorstatus","lanenumber","stationid","rampid","controllerid","end_date","start_date","milepost","agency_lane","atms_id"
"1",100294,1,1,"I-5 NB @ Corbett",8,1,"100294/1",0,3,3193,3193,3193,NA,2014-05-01 00:00:00,298.9,1,3333
"2",100270,2,1,"I-5 SB @ Corbett",8,1,"100270/2",0,2,3194,3194,3194,NA,2014-05-01 00:00:00,298.9,2,3335
"3",100271,2,1,"I-5 SB @ Corbett",8,1,"100271/3",0,1,3194,3194,3194,NA,2014-05-01 00:00:00,298.9,3,3334
"4",100333,6,1,"Everett to I-405 SB",8,1,"100333/1",0,2,1119,1119,1119,NA,2014-05-01 00:00:00,2.22,1,1820
"5",100334,6,1,"Everett to I-405 SB",8,1,"100334/2",0,1,1119,1119,1119,NA,2014-05-01 00:00:00,2.22,2,1819
"6",100332,6,1,"Taylor to I-405 SB",8,1,"100332/2",0,1,1120,1120,1120,NA,2014-05-01 00:00:00,1.81,2,1824
"7",100269,2,1,"I-5 SB @ Corbett",8,1,"100269/1",0,3,3194,3194,3194,NA,2014-05-01 00:00:00,298.9,1,3336
"8",3274,2,0,"I-5 SB @ Carman ML1",8,1,"I-5 SB @ Carman ML1",0,1,3114,3114,64,2014-09-19 00:00:00,2004-01-01 00:00:00,291.3,1,3274
"9",3275,2,0,"I-5 SB @ Carman ML2",8,1,"I-5 SB @ Carman ML2",0,2,3114,3114,64,2014-09-19 00:00:00,2004-01-01 00:00:00,291.3,2,3275
"10",3276,2,0,"I-5 SB @ Carman ML3",8,1,"I-5 SB @ Carman ML3",0,3,3114,3114,64,2014-09-19 00:00:00,2004-01-01 00:00:00,291.3,3,3276
"11",3277,2,0,"I-5 SB @ Carman ML4",8,1,"I-5 SB @ Carman ML4",0,4,3114,3114,64,2014-09-19 00:00:00,2004-01-01 00:00:00,291.3,4,3277
"12",1499,9,0,"99W EB to NB",8,5,"ORG217N5.90-ENTD1",0,1,5070,1070,1070,2014-04-30 00:00:00,2004-01-01 00:00:00,5.9,1,1499
"13",3425,1,0,"I-5 NB @ Carman ML1",8,1,"I-5 NB @ Carman ML1",0,1,3197,3197,64,2014-09-19 00:00:00,2004-01-01 00:00:00,291.3,1,3425
"14",3426,1,0,"I-5 NB @ Carman ML2",8,1,"I-5 NB @ Carman ML2",0,2,3197,3197,64,2014-09-19 00:00:00,2004-01-01 00:00:00,291.3,2,3426
"15",3427,1,0,"I-5 NB @ Carman ML3",8,1,"I-5 NB @ Carman ML3",0,3,3197,3197,64,2014-09-19 00:00:00,2004-01-01 00:00:00,291.3,3,3427
"16",3428,1,0,"I-5 NB @ Carman ML4",8,1,"I-5 NB @ Carman ML4",0,4,3197,3197,64,2014-09-19 00:00:00,2004-01-01 00:00:00,291.3,4,3428
"17",1937,12,0,"Skyline CD WB",8,1,"US26W71.07-ML2",2,2,1139,1139,1139,2014-09-29 00:00:00,2004-01-01 00:00:00,71.07,2,1937
"18",1837,12,0,"US26 WB @ I-405 Count Station",8,1,"I-405SBTo-US26WB-ML3",0,3,1122,1122,1122,2014-09-29 00:00:00,2004-01-01 00:00:00,73.71,3,1837
"19",100833,2,1,"Columbia (2R011) to SB I-5",8,1,"100833/1",1,3,1028,1028,1028,NA,2015-06-02 15:10:00,305.97,1,1254
"20",100832,2,1,"WB Lombard (2R013) to SB I-5",8,1,"100832/3",1,1,1029,1029,1029,NA,2015-06-02 15:10:00,305.51,3,1259
"21",100831,2,1,"WB Lombard (2R013) to SB I-5",8,1,"100831/2",1,2,1029,1029,1029,NA,2015-06-02 15:10:00,305.51,2,1260
"22",100830,2,1,"WB Lombard (2R013) to SB I-5",8,1,"100830/1",1,3,1029,1029,1029,NA,2015-06-02 15:10:00,305.51,1,1261
"23",100827,2,1,"EB Lombard (2R012) to SB I-5",8,1,"100827/1",1,3,1030,1030,1030,NA,2015-06-02 15:10:00,305.4,1,1269
"24",100917,3,1,"99E (2R042) to NB I-205",8,1,"100917/2",20,2,1041,1041,1041,NA,2014-09-01 00:00:00,9.45,2,1315
"25",100918,3,1,"99E (2R042) to NB I-205",8,1,"100918/3",20,1,1041,1041,1041,NA,2014-09-01 00:00:00,9.45,3,1314
"26",100924,3,1,"82nd Dr/Gladstone (2R044) to NB I-205",8,1,"100924/3",20,1,1042,1042,1042,NA,2014-09-01 00:00:00,11.05,3,1321
"27",100928,3,1,"Or 212/224 (2R045) to NB I-205",8,1,"100928/4",20,1,1043,1043,1043,NA,2014-09-01 00:00:00,12.94,4,1329
"28",100911,3,1,"SB OR 43 (2R380) to NB I-205",8,1,"100911/1",20,2,1109,1109,1109,NA,2014-09-01 00:00:00,8.8,1,1784
"29",100912,3,1,"SB OR 43 (2R380) to NB I-205",8,1,"100912/2",20,1,1109,1109,1109,NA,2014-09-01 00:00:00,8.8,2,1783
"30",100914,3,1,"NB OR 43 (2R381) to NB I-205",8,1,"100914/2",20,2,1110,1110,1110,NA,2014-09-01 00:00:00,9.03,2,1787
"31",100915,3,1,"NB OR 43 (2R381) to NB I-205",8,1,"100915/3",20,1,1110,1110,1110,NA,2014-09-01 00:00:00,9.03,3,1786
"32",100907,3,1,"Stafford Rd (2R377) to NB I-205",8,1,"100907/1",20,2,1113,1113,1113,NA,2014-09-01 00:00:00,3.55,1,1798
"33",100908,3,1,"Stafford Rd (2R377) to NB I-205",8,1,"100908/2",20,1,1113,1113,1113,NA,2014-09-01 00:00:00,3.55,2,1797
"34",100916,3,1,"99E (2R042) to NB I-205",8,1,"100916/1",20,3,1041,1041,1041,NA,2014-09-01 00:00:00,9.45,1,100916
"35",3333,1,0,"I-5 NB @ Corbett ML3",8,1,"I-5 NB @ Corbett ML3",0,3,3193,3193,0,2014-05-01 00:00:00,2004-01-01 00:00:00,298.9,3,3333
"36",3334,2,0,"I-5 SB @ Corbett ML1",8,1,"I-5 SB @ Corbett ML1",0,1,3194,3194,0,2014-05-01 00:00:00,2004-01-01 00:00:00,298.9,1,3334
"37",3335,2,0,"I-5 SB @ Corbett ML2",8,1,"I-5 SB @ Corbett ML2",0,2,3194,3194,0,2014-05-01 00:00:00,2004-01-01 00:00:00,298.9,2,3335
"38",3336,2,0,"I-5 SB @ Corbett ML3",8,1,"I-5 SB @ Corbett ML3",0,3,3194,3194,0,2014-05-01 00:00:00,2004-01-01 00:00:00,298.9,3,3336
"39",1819,6,0,"Everett to I-405 SB",8,1,"I405S2.22-ML1",0,1,1119,1119,1119,2014-05-01 00:00:00,2004-01-01 00:00:00,2.22,1,1819
"40",1754,4,1,"Park Place SB",8,1,"I205S10.24-ML1",30,1,1102,1102,1102,2014-09-01 00:00:00,2004-01-01 00:00:00,10.24,1,1754
"41",1755,4,1,"Park Place SB",8,1,"I205S10.24-ML2",30,2,1102,1102,1102,2014-09-01 00:00:00,2004-01-01 00:00:00,10.24,2,1755
"42",1756,4,1,"Park Place SB",8,1,"I205S10.24-ML3",30,3,1102,1102,1102,2014-09-01 00:00:00,2004-01-01 00:00:00,10.24,3,1756
"43",1760,4,1,"ORE 99E SB",8,1,"I205S9.29-ML1",30,1,1103,1103,1103,2014-09-01 00:00:00,2004-01-01 00:00:00,9.29,1,1760
"44",101177,8,1,"207th (2DS025) @ WB I-84 MP14.4",8,1,"101177/1",20,3,3148,3148,3148,NA,2014-09-01 00:00:00,14.4,1,3241
"45",101178,8,1,"207th (2DS025) @ WB I-84 MP14.4",8,1,"101178/2",20,2,3148,3148,3148,NA,2014-09-01 00:00:00,14.4,2,3240
"46",101180,8,1,"223rd (2DS026) @ WB I-84 MP15.17",8,1,"101180/1",20,3,3150,3150,3150,NA,2014-09-01 00:00:00,15.17,1,3248
"47",101181,8,1,"223rd (2DS026) @ WB I-84 MP15.17",8,1,"101181/2",20,2,3150,3150,3150,NA,2014-09-01 00:00:00,15.17,2,3247
"48",101182,8,1,"223rd (2DS026) @ WB I-84 MP15.17",8,1,"101182/3",20,1,3150,3150,3150,NA,2014-09-01 00:00:00,15.17,3,3246
"49",101184,8,1,"238th (2DS027) @ WB I-84 MP15.94",8,1,"101184/2",20,2,3152,3152,3152,NA,2014-09-01 00:00:00,15.94,2,3253
"50",1228,1,1,"Jantzen Beach NB",8,1,"I5N307.90-ML1",0,1,1025,1025,1025,2015-06-02 15:05:00,2004-01-01 00:00:00,307.9,1,1228
"51",1229,1,1,"Jantzen Beach NB",8,1,"I5N307.90-ML2",0,2,1025,1025,1025,2015-06-02 15:05:00,2004-01-01 00:00:00,307.9,2,1229
"52",1230,1,1,"Jantzen Beach NB",8,1,"I5N307.90-ML3",2,3,1025,1025,1025,2015-06-02 15:05:00,2004-01-01 00:00:00,307.9,3,1230
"53",1236,2,1,"Jantzen Beach SB",8,1,"I5S307.90-ML1",0,1,1026,1026,1026,2015-06-02 15:05:00,2004-01-01 00:00:00,307.9,1,1236
"54",1237,2,1,"Jantzen Beach SB",8,1,"I5S307.90-ML2",0,2,1026,1026,1026,2015-06-02 15:05:00,2004-01-01 00:00:00,307.9,2,1237
"55",1238,2,1,"Jantzen Beach SB",8,1,"I5S307.90-ML3",0,3,1026,1026,1026,2015-06-02 15:05:00,2004-01-01 00:00:00,307.9,3,1238
"56",1244,2,1,"Swift Blvd/Marine Dr SB",8,1,"I5S307.35-ML1",2,1,1027,1027,1027,2015-06-02 15:05:00,2004-01-01 00:00:00,307.35,1,1244
"57",1245,2,1,"Swift Blvd/Marine Dr SB",8,1,"I5S307.35-ML2",0,2,1027,1027,1027,2015-06-02 15:05:00,2004-01-01 00:00:00,307.35,2,1245
"58",1246,2,1,"Swift Blvd/Marine Dr SB",8,1,"I5S307.35-ML3",0,3,1027,1027,1027,2015-06-02 15:05:00,2004-01-01 00:00:00,307.35,3,1246
"59",1252,2,1,"Columbia Blvd SB",8,1,"I5S305.97-ML1",0,1,1028,1028,1028,2015-06-02 15:05:00,2004-01-01 00:00:00,305.97,1,1252
"60",1253,2,1,"Columbia Blvd SB",8,1,"I5S305.97-ML2",0,2,1028,1028,1028,2015-06-02 15:05:00,2004-01-01 00:00:00,305.97,2,1253
"61",1254,2,1,"Columbia Blvd SB",8,1,"I5S305.97-ML3",0,3,1028,1028,1028,2015-06-02 15:05:00,2004-01-01 00:00:00,305.97,3,1254
"62",100066,9,1,"Walker Rd NB",8,1,"100066/1",0,2,1063,1063,1063,NA,2014-05-01 00:00:00,0.66,1,1545
"63",100058,9,1,"TV Hwy NB",8,1,"100058/1",0,2,1064,1064,1064,NA,2014-05-01 00:00:00,1.34,1,1538
"64",100059,9,1,"TV Hwy NB",8,1,"100059/2",0,1,1064,1064,1064,NA,2014-05-01 00:00:00,1.34,2,1537
"65",100050,9,1,"Allen Blvd NB",8,1,"100050/1",0,2,1065,1065,1065,NA,2014-05-01 00:00:00,2.16,1,1531
"66",100051,9,1,"Allen Blvd NB",8,1,"100051/2",0,1,1065,1065,1065,NA,2014-05-01 00:00:00,2.16,2,1530
"67",100034,9,1,"Scholls Fy NB",8,1,"100034/1",0,2,1067,1067,1067,NA,2014-05-01 00:00:00,3.85,1,1517
"68",100035,9,1,"Scholls Fy NB",8,1,"100035/2",0,1,1067,1067,1067,NA,2014-05-01 00:00:00,3.85,2,1516
"69",100026,9,1,"Greenburg NB",8,1,"100026/1",0,2,1068,1068,1068,NA,2014-05-01 00:00:00,4.65,1,1510
"70",100027,9,1,"Greenburg NB",8,1,"100027/2",0,1,1068,1068,1068,NA,2014-05-01 00:00:00,4.65,2,1509
"71",100018,9,1,"99W WB to NB",8,1,"100018/1",0,2,1069,1069,1069,NA,2014-05-01 00:00:00,5.85,1,1503
"72",100019,9,1,"99W WB to NB",8,1,"100019/2",0,1,1069,1069,1069,NA,2014-05-01 00:00:00,5.85,2,1502
"73",100004,9,1,"99W EB to NB",8,1,"100004/1",0,2,1070,1070,1070,NA,2014-05-01 00:00:00,5.9,1,1496
"74",100005,9,1,"99W EB to NB",8,1,"100005/2",0,1,1070,1070,1070,NA,2014-05-01 00:00:00,5.9,2,1495
"75",100828,2,1,"EB Lombard (2R012) to SB I-5",8,1,"100828/2",1,2,1030,1030,1030,NA,2015-06-02 15:10:00,305.4,2,1268
"76",100829,2,1,"EB Lombard (2R012) to SB I-5",8,1,"100829/3",1,1,1030,1030,1030,NA,2015-06-02 15:10:00,305.4,3,1267
"77",100824,2,1,"Rosa Parks (2R014) to SB I-5",8,1,"100824/1",1,3,1031,1031,1031,NA,2015-06-02 15:10:00,304.85,1,1277
"78",100862,11,1,"Murray (2R365) to EB US 26",8,1,"100862/3",1,1,1086,1086,1086,NA,2015-06-02 15:10:00,67.4,3,1650
"79",100861,11,1,"Murray (2R365) to EB US 26",8,1,"100861/2",1,2,1086,1086,1086,NA,2015-06-02 15:10:00,67.4,2,1651
"80",100863,11,1,"Cedar Hills (2R369) to EB US 26",8,1,"100863/1",1,3,1087,1087,1087,NA,2015-06-02 15:10:00,68.55,1,1659
"81",100865,11,1,"Cedar Hills (2R369) to EB US 26",8,1,"100865/3",1,1,1087,1087,1087,NA,2015-06-02 15:10:00,68.55,3,1657
"82",100864,11,1,"Cedar Hills (2R369) to EB US 26",8,1,"100864/2",1,2,1087,1087,1087,NA,2015-06-02 15:10:00,68.55,2,1658
"83",100874,12,1,"Cedar Hills (2R352) to WB US 26",8,1,"100874/2",1,2,1094,1094,1094,NA,2015-06-02 15:10:00,68.2,2,1709
"84",100871,12,1,"Murray (2R354) to WB US 26",8,1,"100871/2",1,2,1095,1095,1095,NA,2015-06-02 15:10:00,67,2,1716
"85",100872,12,1,"Murray (2R354) to WB US 26",8,1,"100872/3",1,1,1095,1095,1095,NA,2015-06-02 15:10:00,67,3,1715
"86",100870,12,1,"Murray (2R354) to WB US 26",8,1,"100870/1",1,3,1095,1095,1095,NA,2015-06-02 15:10:00,67,1,1717
"87",100866,12,1,"185th (2R337) to WB US 26",8,1,"100866/1",1,2,1129,1129,1129,NA,2015-06-02 15:10:00,64.24,1,1880
"88",100867,12,1,"185th (2R337) to WB US 26",8,1,"100867/2",1,1,1129,1129,1129,NA,2015-06-02 15:10:00,64.24,2,1879
"89",100869,12,1,"Bethany (2R356) to WB US 26",8,1,"100869/2",1,1,1136,1136,1136,NA,2015-06-02 15:10:00,65.65,2,1920
"90",100868,12,1,"Bethany (2R356) to WB US 26",8,1,"100868/1",1,2,1136,1136,1136,NA,2015-06-02 15:10:00,65.65,1,1921
"91",100909,3,1,"10th (2R378) to NB I-205",8,1,"100909/1",20,2,1116,1116,1116,NA,2014-09-01 00:00:00,6.88,1,1807
"92",100910,3,1,"10th (2R378) to NB I-205",8,1,"100910/2",20,1,1116,1116,1116,NA,2014-09-01 00:00:00,6.88,2,1806
"93",100919,3,1,"OR 213/Park Place to I-205 NB",8,1,"100919/1",20,3,1144,1144,1144,NA,2014-09-01 00:00:00,10.27,1,1959
"94",100920,3,1,"OR 213/Park Place to I-205 NB",8,1,"100920/2",20,2,1144,1144,1144,NA,2014-09-01 00:00:00,10.27,2,1958
"95",100921,3,1,"OR 213/Park Place to I-205 NB",8,1,"100921/3",20,1,1144,1144,1144,NA,2014-09-01 00:00:00,10.27,3,1957
"96",101124,7,1,"181st (2DS024) @ EB I-84 MP13.04",8,1,"101124/2",20,2,3145,3145,3145,NA,2014-09-01 00:00:00,13.04,2,3230
"97",101125,7,1,"181st (2DS024) @ EB I-84 MP13.04",8,1,"101125/3",20,1,3145,3145,3145,NA,2014-09-01 00:00:00,13.04,3,3229
"98",100562,1,1,"EB Elligsen Loop (2R315) to NB I-5 ",8,1,"100562/1",0,3,1001,1001,1001,NA,2014-09-19 00:00:00,286.1,1,1003
"99",100563,1,1,"EB Elligsen Loop (2R315) to NB I-5 ",8,1,"100563/2",0,2,1001,1001,1001,NA,2014-09-19 00:00:00,286.1,2,1002
"100",100564,1,1,"EB Elligsen Loop (2R315) to NB I-5 ",8,1,"100564/3",0,1,1001,1001,1001,NA,2014-09-19 00:00:00,286.1,3,1001
"101",100420,1,1,"WB Elligsen Slip (2R314) to NB I-5",8,1,"100420/1",0,3,1002,1002,1002,NA,2014-09-19 00:00:00,286.3,1,1011
"102",100421,1,1,"WB Elligsen Slip (2R314) to NB I-5",8,1,"100421/2",0,2,1002,1002,1002,NA,2014-09-19 00:00:00,286.3,2,1010
"103",100422,1,1,"WB Elligsen Slip (2R314) to NB I-5",8,1,"100422/3",0,1,1002,1002,1002,NA,2014-09-19 00:00:00,286.3,3,1009
"104",100423,1,1,"EB Nyberg Loop (2R313) to NB I-5",8,1,"100423/1",0,3,1003,1003,1003,NA,2014-09-19 00:00:00,289.4,1,1019
"105",100424,1,1,"EB Nyberg Loop (2R313) to NB I-5",8,1,"100424/2",0,2,1003,1003,1003,NA,2014-09-19 00:00:00,289.4,2,1018
"106",100425,1,1,"EB Nyberg Loop (2R313) to NB I-5",8,1,"100425/3",0,1,1003,1003,1003,NA,2014-09-19 00:00:00,289.4,3,1017
"107",100426,1,1,"WB Nyberg Slip (2R312) to NB I-5",8,1,"100426/1",0,3,1004,1004,1004,NA,2014-09-19 00:00:00,289.63,1,1027
"108",100427,1,1,"WB Nyberg Slip (2R312) to NB I-5",8,1,"100427/2",0,2,1004,1004,1004,NA,2014-09-19 00:00:00,289.63,2,1026
"109",100428,1,1,"WB Nyberg Slip (2R312) to NB I-5",8,1,"100428/3",0,1,1004,1004,1004,NA,2014-09-19 00:00:00,289.63,3,1025
"110",100429,1,1,"Lower Boones (2R311) to NB I-5",8,1,"100429/1",0,3,1005,1005,1005,NA,2014-09-19 00:00:00,290.54,1,1043
"111",100430,1,1,"Lower Boones (2R311) to NB I-5",8,1,"100430/2",0,2,1005,1005,1005,NA,2014-09-19 00:00:00,290.54,2,1042
"112",100431,1,1,"Lower Boones (2R311) to NB I-5",8,1,"100431/3",0,1,1005,1005,1005,NA,2014-09-19 00:00:00,290.54,3,1041
"113",100434,1,1,"Carman (2R316) to NB I-5",8,1,"100434/3",0,1,1006,1006,1006,NA,2014-09-19 00:00:00,291.38,3,1057
"114",100433,1,1,"Carman (2R316) to NB I-5",8,1,"100433/2",0,2,1006,1006,1006,NA,2014-09-19 00:00:00,291.38,2,1058
"115",100432,1,1,"Carman (2R316) to NB I-5",8,1,"100432/1",0,3,1006,1006,1006,NA,2014-09-19 00:00:00,291.38,1,1059
"116",100435,1,1,"OR 217/Kruse Way (2R317) to NB I-5",8,1,"100435/1",0,3,1007,1007,1007,NA,2014-09-19 00:00:00,292.18,1,1075
"117",100436,1,1,"OR 217/Kruse Way (2R317) to NB I-5",8,1,"100436/2",0,2,1007,1007,1007,NA,2014-09-19 00:00:00,292.18,2,1074
"118",100437,1,1,"OR 217/Kruse Way (2R317) to NB I-5",8,1,"100437/3",0,1,1007,1007,1007,NA,2014-09-19 00:00:00,292.18,3,1073
"119",100757,1,1,"Haines (2R308) to NB I-5",8,1,"100757/3",0,1,1008,1008,1008,NA,2014-10-23 00:00:00,293.18,3,1089
"120",100756,1,1,"Haines (2R308) to NB I-5",8,1,"100756/2",0,2,1008,1008,1008,NA,2014-10-23 00:00:00,293.18,2,1090
"121",100755,1,1,"Haines (2R308) to NB I-5",8,1,"100755/1",0,3,1008,1008,1008,NA,2014-10-23 00:00:00,293.18,1,1091
"122",100760,1,1,"99W (2R307) to NB I-5",8,1,"100760/3",0,1,1009,1009,1009,NA,2014-10-23 00:00:00,293.74,3,1097
"123",100759,1,1,"99W (2R307) to NB I-5",8,1,"100759/2",0,2,1009,1009,1009,NA,2014-10-23 00:00:00,293.74,2,1098
"124",100758,1,1,"99W (2R307) to NB I-5",8,1,"100758/1",0,3,1009,1009,1009,NA,2014-10-23 00:00:00,293.74,1,1099
"125",100763,1,1,"Capitol (2R306) to NB I-5",8,1,"100763/3",0,1,1010,1010,1010,NA,2014-10-23 00:00:00,295.18,3,1105
"126",100762,1,1,"Capitol (2R306) to NB I-5",8,1,"100762/2",0,2,1010,1010,1010,NA,2014-10-23 00:00:00,295.18,2,1106
"127",100761,1,1,"Capitol (2R306) to NB I-5",8,1,"100761/1",0,3,1010,1010,1010,NA,2014-10-23 00:00:00,295.18,1,1107
"128",100766,1,1,"Spring Garden (2R305) to NB I-5",8,1,"100766/3",0,1,1011,1011,1011,NA,2014-10-23 00:00:00,296.26,3,1113
"129",100765,1,1,"Spring Garden (2R305) to NB I-5",8,1,"100765/2",0,2,1011,1011,1011,NA,2014-10-23 00:00:00,296.26,2,1114
"130",100764,1,1,"Spring Garden (2R305) to NB I-5",8,1,"100764/1",0,3,1011,1011,1011,NA,2014-10-23 00:00:00,296.26,1,1115
"131",100769,1,1,"Multnomah (2R304) to NB I-5",8,1,"100769/3",0,1,1012,1012,1012,NA,2014-10-23 00:00:00,296.6,3,1121
"132",100768,1,1,"Multnomah (2R304) to NB I-5",8,1,"100768/2",0,2,1012,1012,1012,NA,2014-10-23 00:00:00,296.6,2,1122
"133",100767,1,1,"Multnomah (2R304) to NB I-5",8,1,"100767/1",0,3,1012,1012,1012,NA,2014-10-23 00:00:00,296.6,1,1123
"134",100775,1,1,"Terwilliger (2R303) to NB I-5",8,1,"100775/3",0,1,1013,1013,1013,NA,2014-10-23 00:00:00,297.33,3,1129
"135",100774,1,1,"Terwilliger (2R303) to NB I-5",8,1,"100774/2",0,2,1013,1013,1013,NA,2014-10-23 00:00:00,297.33,2,1130
"136",100773,1,1,"Terwilliger (2R303) to NB I-5",8,1,"100773/1",0,3,1013,1013,1013,NA,2014-10-23 00:00:00,297.33,1,1131
"137",100772,1,1,"Bertha (2R309) to NB I-5",8,1,"100772/3",0,1,1014,1014,1014,NA,2014-10-23 00:00:00,297.33,3,1137
"138",100771,1,1,"Bertha (2R309) to NB I-5",8,1,"100771/2",0,2,1014,1014,1014,NA,2014-10-23 00:00:00,297.33,2,1138
"139",100770,1,1,"Bertha (2R309) to NB I-5",8,1,"100770/1",0,3,1014,1014,1014,NA,2014-10-23 00:00:00,297.33,1,1139
"140",100369,1,1,"Macadam Ave NB",8,1,"100369/1",0,2,1015,1015,1015,NA,2014-05-01 00:00:00,299.7,1,1146
"141",100370,1,1,"Macadam Ave NB",8,1,"100370/2",0,1,1015,1015,1015,NA,2014-05-01 00:00:00,299.7,2,1145
"142",100783,1,1,"Broadway (2R001) to NB I-5",8,1,"100783/2",1,1,1018,1018,1018,NA,2015-06-02 15:10:00,302.5,2,1173
"143",100782,1,1,"Broadway (2R001) to NB I-5",8,1,"100782/1",1,2,1018,1018,1018,NA,2015-06-02 15:10:00,302.5,1,1174
"144",100784,1,1,"Going (2R002) to NB I-5",8,1,"100784/1",1,2,1019,1019,1019,NA,2015-06-02 15:10:00,303.88,1,1181
"145",100786,1,1,"Alberta (2R003) to NB I-5",8,1,"100786/1",1,2,1020,1020,1020,NA,2015-06-02 15:10:00,304.4,1,1188
"146",100788,1,1,"Rosa Parks (2R004) to NB I-5",8,1,"100788/1",1,2,1021,1021,1021,NA,2015-06-02 15:10:00,305.12,1,1196
"147",100790,1,1,"Denver (2R005) to NB I-5",8,1,"100790/1",1,2,1022,1022,1022,NA,2015-06-02 15:10:00,306.51,1,1204
"148",100792,1,1,"Victory (2R006) to NB I-5",8,1,"100792/1",1,2,1023,1023,1023,NA,2015-06-02 15:10:00,306.53,1,1212
"149",100796,1,1,"Marine Dr/99E (2R007) to NB I-5",8,1,"100796/3",1,1,1024,1024,1024,NA,2015-06-02 15:10:00,307.46,3,1220
"150",100794,1,1,"Marine Dr/99E (2R007) to NB I-5",8,1,"100794/1",1,3,1024,1024,1024,NA,2015-06-02 15:10:00,307.46,1,1222
"151",100795,1,1,"Marine Dr/99E (2R007) to NB I-5",8,1,"100795/2",1,2,1024,1024,1024,NA,2015-06-02 15:10:00,307.46,2,1221
"152",100797,1,1,"Jantzen Beach (2R008) to NB I-5",8,1,"100797/1",1,3,1025,1025,1025,NA,2015-06-02 15:10:00,307.9,1,1230
"153",100798,1,1,"Jantzen Beach (2R008) to NB I-5",8,1,"100798/2",1,2,1025,1025,1025,NA,2015-06-02 15:10:00,307.9,2,1229
"154",100799,1,1,"Jantzen Beach (2R008) to NB I-5",8,1,"100799/3",1,1,1025,1025,1025,NA,2015-06-02 15:10:00,307.9,3,1228
"155",100843,2,1,"Jantzen Beach (2R009) to SB I-5",8,1,"100843/2",1,2,1026,1026,1026,NA,2015-06-02 15:10:00,307.9,2,1237
"156",100844,2,1,"Jantzen Beach (2R009) to SB I-5",8,1,"100844/3",1,1,1026,1026,1026,NA,2015-06-02 15:10:00,307.9,3,1236
"157",100842,2,1,"Jantzen Beach (2R009) to SB I-5",8,1,"100842/1",1,3,1026,1026,1026,NA,2015-06-02 15:10:00,307.9,1,1238
"158",100840,2,1,"Marine Dr/99E (2R010) to SB I-5",8,1,"100840/2",1,2,1027,1027,1027,NA,2015-06-02 15:10:00,307.35,2,1245
"159",100839,2,1,"Marine Dr/99E (2R010) to SB I-5",8,1,"100839/1",1,3,1027,1027,1027,NA,2015-06-02 15:10:00,307.35,1,1246
"160",100841,2,1,"Marine Dr/99E (2R010) to SB I-5",8,1,"100841/3",1,1,1027,1027,1027,NA,2015-06-02 15:10:00,307.35,3,1244
"161",100834,2,1,"Columbia (2R011) to SB I-5",8,1,"100834/2",1,2,1028,1028,1028,NA,2015-06-02 15:10:00,305.97,2,1253
"162",100835,2,1,"Columbia (2R011) to SB I-5",8,1,"100835/3",1,1,1028,1028,1028,NA,2015-06-02 15:10:00,305.97,3,1252
"163",100825,2,1,"Rosa Parks (2R014) to SB I-5",8,1,"100825/2",1,2,1031,1031,1031,NA,2015-06-02 15:10:00,304.85,2,1276
"164",100826,2,1,"Rosa Parks (2R014) to SB I-5",8,1,"100826/3",1,1,1031,1031,1031,NA,2015-06-02 15:10:00,304.85,3,1275
"165",100821,2,1,"Alberta (2R015) to SB I-5",8,1,"100821/1",1,3,1032,1032,1032,NA,2015-06-02 15:10:00,304.08,1,1285
"166",100822,2,1,"Alberta (2R015) to SB I-5",8,1,"100822/2",1,2,1032,1032,1032,NA,2015-06-02 15:10:00,304.08,2,1284
"167",100823,2,1,"Alberta (2R015) to SB I-5",8,1,"100823/3",1,1,1032,1032,1032,NA,2015-06-02 15:10:00,304.08,3,1283
"168",100819,2,1,"Going (2R020) to SB I-5",8,1,"100819/2",1,2,1033,1033,1033,NA,2015-06-02 15:10:00,303.9,2,1292
"169",100820,2,1,"Going (2R020) to SB I-5",8,1,"100820/3",1,1,1033,1033,1033,NA,2015-06-02 15:10:00,303.9,3,1291
"170",100818,2,1,"Going (2R020) to SB I-5",8,1,"100818/1",1,3,1033,1033,1033,NA,2015-06-02 15:10:00,303.9,1,1293
"171",100816,2,1,"Greeley (2R019) to SB I-5",8,1,"100816/1",1,2,1034,1034,1034,NA,2015-06-02 15:10:00,303.1,1,1300
"172",100817,2,1,"Greeley (2R019) to SB I-5",8,1,"100817/2",1,1,1034,1034,1034,NA,2015-06-02 15:10:00,303.1,2,1299
"173",100812,2,1,"Wheeler (2R018) to SB I-5",8,1,"100812/1",1,2,1035,1035,1035,NA,2015-06-02 15:10:00,302.17,1,1167
"174",100813,2,1,"Wheeler (2R018) to SB I-5",8,1,"100813/2",1,1,1035,1035,1035,NA,2015-06-02 15:10:00,302.17,2,1166
"175",100374,2,1,"Hood Ave SB",8,1,"100374/1",0,3,1036,1036,1036,NA,2014-05-01 00:00:00,299.25,1,1308
"176",100375,2,1,"Hood Ave SB",8,1,"100375/2",0,2,1036,1036,1036,NA,2014-05-01 00:00:00,299.25,2,1307
"177",100376,2,1,"Hood Ave SB",8,1,"100376/3",0,1,1036,1036,1036,NA,2014-05-01 00:00:00,299.25,3,1306
"178",100451,10,1,"OR 217/Kruse Way (2R310) to SB I-5",8,1,"100451/2",0,1,1037,1037,1037,NA,2014-05-01 00:00:00,7,2,1081
