"","detectorid","highwayid","enabledflag","locationtext","detectortype","detectorclass","detectortitle","detectorstatus","lanenumber","stationid","rampid","controllerid","end_date","start_date","milepost","agency_lane","atms_id"
"896",1972,2,1,"I-5 SB at Victory",8,5,"I5S306.6-ENTD1",0,1,5147,1147,1147,NA,2004-01-01 00:00:00,306.6,1,1972
"897",5740,501,0,"35th St",8,1,"005es00210:_MN_XS2",0,2,1627,1627,1627,NA,2004-01-01 00:00:00,2.1,2,5740
"898",5741,501,0,"35th St",8,1,"005es00210:_MN_X_2",0,2,1627,1627,1627,NA,2004-01-01 00:00:00,2.1,2,5741
"899",5745,501,0,"35th St",8,1,"005es00210:_MN___1",0,1,1627,1627,1627,NA,2004-01-01 00:00:00,2.1,1,5745
"900",5746,501,0,"35th St",8,1,"005es00210:_MN___2",0,2,1627,1627,1627,NA,2004-01-01 00:00:00,2.1,2,5746
"901",5747,501,0,"35th St",8,1,"005es00210:_MN___3",0,3,1627,1627,1627,NA,2004-01-01 00:00:00,2.1,3,5747
"902",9001,2,0,"TMOC TEST 170 Controller1",8,1,"TMOC-ML1",1,1,6068,6068,6068,NA,2004-01-01 00:00:00,307,1,9001
"903",9002,2,0,"TMOC TEST 170 Controller1",8,1,"TMOC-ML2",1,2,6068,6068,6068,NA,2004-01-01 00:00:00,307,2,9002
"904",9003,2,0,"TMOC TEST 170 Controller1",8,1,"TMOC-ML3",1,3,6068,6068,6068,NA,2004-01-01 00:00:00,307,3,9003
"905",9004,2,1,"TMOC TEST 170 Controller2",8,1,"TMOC-ML1",0,1,6069,6069,6069,NA,2004-01-01 00:00:00,306.5,1,9004
"906",9005,2,1,"TMOC TEST 170 Controller2",8,1,"TMOC-ML2",0,2,6069,6069,6069,NA,2004-01-01 00:00:00,306.5,2,9005
"907",9006,2,1,"TMOC TEST 170 Controller2",8,1,"TMOC-ML3",0,3,6069,6069,6069,NA,2004-01-01 00:00:00,306.5,3,9006
"908",9035,2,1,"TMOC TEST 170 Controller2",8,5,"TMOC-ENTD1",0,1,7068,6068,6068,NA,2004-01-01 00:00:00,307,1,9035
"909",5686,54,NA,"I-205 NB at mp29.36 ML4",NA,1,NA,NA,4,1611,NA,NA,NA,2004-01-01 00:00:00,29.36,4,5686
"910",5693,54,NA,"I-205 NB at mp32.22 ML3",NA,1,NA,NA,3,1613,NA,NA,NA,2004-01-01 00:00:00,32.22,3,5693
"911",5694,54,NA,"I-205 NB at mp32.22 ML4",NA,1,NA,NA,4,1613,NA,NA,NA,2004-01-01 00:00:00,32.22,4,5694
"912",5695,55,NA," I-205 SB at 83rd Ramp ML3",NA,1,NA,NA,3,1561,NA,NA,NA,2004-01-01 00:00:00,32.9,3,5695
"913",5696,55,NA," I-205 SB at 83rd Ramp ML4     ",NA,1,NA,NA,4,1561,NA,NA,NA,2004-01-01 00:00:00,32.9,4,5696
"914",5697,54,NA," I-205 NB at 50th Ave ML3            ",NA,1,NA,NA,3,1535,NA,NA,NA,2004-01-01 00:00:00,34.81,3,5697
"915",5698,54,NA," I-205 NB at 50th Ave ML4         ",NA,1,NA,NA,4,1535,NA,NA,NA,2004-01-01 00:00:00,34.81,4,5698
"916",5701,54,NA,"I-205 NB at mp35.62 ML3",NA,1,NA,NA,3,1614,NA,NA,NA,2004-01-01 00:00:00,35.62,3,5701
"917",5702,54,NA,"I-205 NB at mp35.62 ML4",NA,1,NA,NA,4,1614,NA,NA,NA,2004-01-01 00:00:00,35.62,4,5702
"918",5013,502,NA," I-5 SB at 29th ML4                  ",NA,1,NA,NA,4,1505,NA,NA,NA,2004-01-01 00:00:00,1.8,4,5013
"919",5014,502,NA," I-5 SB at 29th ML3                  ",NA,1,NA,NA,3,1505,NA,NA,NA,2004-01-01 00:00:00,1.8,3,5014
"920",5015,502,NA," I-5 SB at 29th ML2                  ",NA,1,NA,NA,2,1505,NA,NA,NA,2004-01-01 00:00:00,1.8,2,5015
"921",5016,502,NA," I-5 SB at 29th ML1                  ",NA,1,NA,NA,1,1505,NA,NA,NA,2004-01-01 00:00:00,1.8,1,5016
"922",5017,501,NA," I-5 NB at 29th ML1                  ",NA,1,NA,NA,1,1506,NA,NA,NA,2004-01-01 00:00:00,1.8,1,5017
"923",5018,501,NA," I-5 NB at 29th ML2                  ",NA,1,NA,NA,2,1506,NA,NA,NA,2004-01-01 00:00:00,1.8,2,5018
"924",5019,501,NA," I-5 NB at 29th ML3                  ",NA,1,NA,NA,3,1506,NA,NA,NA,2004-01-01 00:00:00,1.8,3,5019
"925",5010,501,1," I-5 NB at Evergreen ML1             ",8,1,"005es00088:_MN__S1",0,1,1504,1504,1504,NA,2004-01-01 00:00:00,0.88,1,5010
"926",5011,501,1," I-5 NB at Evergreen ML2             ",8,1,"005es00088:_MN__S2",0,2,1504,1504,1504,NA,2004-01-01 00:00:00,0.88,2,5011
"927",5007,502,1," I-5 SB at Evergreen ML1             ",8,1,"005es00088:_MS__S1",0,1,1503,1503,1503,NA,2004-01-01 00:00:00,0.88,1,5007
"928",5008,502,1," I-5 SB at Evergreen ML2             ",8,1,"005es00088:_MS__S2",0,2,1503,1503,1503,NA,2004-01-01 00:00:00,0.88,2,5008
"929",5748,502,0,"35th St",8,1,"005es00210:_MS_OS2",0,2,1628,1628,1628,NA,2004-01-01 00:00:00,2.1,2,5748
"930",5600,501,1,"I-5 NB at MP 1.41 ML1",8,1,"005es00141:_MN___1",0,1,1580,1580,1580,NA,2004-01-01 00:00:00,1.41,1,5600
"931",5601,501,1,"I-5 NB at MP 1.41 ML2",8,1,"005es00141:_MN___2",0,2,1580,1580,1580,NA,2004-01-01 00:00:00,1.41,2,5601
"932",5602,501,1,"I-5 NB at MP 1.41 ML3",8,1,"005es00141:_MN___3",0,3,1580,1580,1580,NA,2004-01-01 00:00:00,1.41,3,5602
"933",5603,501,1,"I-5 NB at MP 1.41 ML4",8,1,"005es00141:_MN___4",0,4,1580,1580,1580,NA,2004-01-01 00:00:00,1.41,4,5603
"934",5604,502,1,"I-5 SB at MP 1.41 ML1",8,1,"005es00141:_MS___1",0,1,1581,1581,1581,NA,2004-01-01 00:00:00,1.41,1,5604
"935",5605,502,1,"I-5 SB at MP 1.41 ML2",8,1,"005es00141:_MS___2",0,2,1581,1581,1581,NA,2004-01-01 00:00:00,1.41,2,5605
"936",5606,502,1,"I-5 SB at MP 1.41 ML3",8,1,"005es00141:_MS___3",0,3,1581,1581,1581,NA,2004-01-01 00:00:00,1.41,3,5606
"937",5607,502,1,"I-5 SB at MP 1.41 ML4",8,1,"005es00141:_MS___4",0,4,1581,1581,1581,NA,2004-01-01 00:00:00,1.41,4,5607
"938",5024,501,1," I-5 NB at Kiggins ML1               ",8,1,"005es00255:_MN___1",0,1,1508,1508,1508,NA,2004-01-01 00:00:00,2.55,1,5024
"939",5025,501,1," I-5 NB at Kiggins ML2               ",8,1,"005es00255:_MN___2",0,2,1508,1508,1508,NA,2004-01-01 00:00:00,2.55,2,5025
"940",1761,4,1,"ORE 99E SB",8,1,"I205S9.29-ML2",30,2,1103,1103,1103,2014-09-01 00:00:00,2004-01-01 00:00:00,9.29,2,1761
"941",1783,3,1,"ORE 43 SB-NB",8,1,"I205N8.80-ML1",30,1,1109,1109,1109,2014-09-01 00:00:00,2004-01-01 00:00:00,8.8,1,1783
"942",1784,3,1,"ORE 43 SB-NB",8,1,"I205N8.80-ML2",30,2,1109,1109,1109,2014-09-01 00:00:00,2004-01-01 00:00:00,8.8,2,1784
"943",1786,3,1,"ORE 43 NB-NB",8,1,"I205N9.03-ML1",30,1,1110,1110,1110,2014-09-01 00:00:00,2004-01-01 00:00:00,9.03,1,1786
"944",1787,3,1,"ORE 43 NB-NB",8,1,"I205N9.03-ML2",30,2,1110,1110,1110,2014-09-01 00:00:00,2004-01-01 00:00:00,9.03,2,1787
"945",1797,3,1,"Stafford to I-205 NB",8,1,"I205N3.55-ML1",30,1,1113,1113,1113,2014-09-01 00:00:00,2004-01-01 00:00:00,3.55,1,1797
"946",1798,3,1,"Stafford to I-205 NB",8,1,"I205N3.55-ML2",30,2,1113,1113,1113,2014-09-01 00:00:00,2004-01-01 00:00:00,3.55,2,1798
"947",1800,4,1,"Stafford to I-205 SB",8,1,"I205S2.86-ML1",30,1,1114,1114,1114,2014-09-01 00:00:00,2004-01-01 00:00:00,2.86,1,1800
"948",1957,3,1,"I-205 NB at Park Place",8,1,"I205N10.27-ML1",30,1,1144,1144,1144,2014-09-01 00:00:00,2004-01-01 00:00:00,10.27,1,1957
"949",1958,3,1,"I-205 NB at Park Place",8,1,"I205N10.27-ML2",30,2,1144,1144,1144,2014-09-01 00:00:00,2004-01-01 00:00:00,10.27,2,1958
"950",1959,3,1,"I-205 NB at Park Place",8,1,"I205N10.27-ML3",30,3,1144,1144,1144,2014-09-01 00:00:00,2004-01-01 00:00:00,10.27,3,1959
"951",3229,7,1,"I-84 EB @ 181st ML1",8,1,"I-84 EB @ 181st ML1",30,1,3145,3145,95,2014-09-01 00:00:00,2004-01-01 00:00:00,13.04,1,3229
"952",5766,51,1,"6th Ave",8,1,"014es01239:_MW___2",0,2,1634,1634,1634,NA,2004-01-01 00:00:00,12.39,2,5766
"953",5026,501,1," I-5 NB at Kiggins ML3               ",8,1,"005es00255:_MN___3",0,3,1508,1508,1508,NA,2004-01-01 00:00:00,2.55,3,5026
"954",5608,501,1," I-5 NB at Kiggins ML3               ",8,1,"005es00255:_MN___4",0,4,1508,1508,1508,NA,2004-01-01 00:00:00,2.55,4,5608
"955",5023,502,1," I-5 SB at Kiggins ML1               ",8,1,"005es00255:_MS___1",0,1,1507,1507,1507,NA,2004-01-01 00:00:00,2.55,1,5023
"956",5022,502,1," I-5 SB at Kiggins ML2               ",8,1,"005es00255:_MS___2",0,2,1507,1507,1507,NA,2004-01-01 00:00:00,2.55,2,5022
"957",5021,502,1," I-5 SB at Kiggins ML3               ",8,1,"005es00255:_MS___3",0,3,1507,1507,1507,NA,2004-01-01 00:00:00,2.55,3,5021
"958",5609,502,1," I-5 SB at Kiggins ML3               ",8,1,"005es00255:_MS___4",0,4,1507,1507,1507,NA,2004-01-01 00:00:00,2.55,4,5609
"959",5032,501,1," I-5 NB at Main St ML1               ",8,1,"005es00310:_MN___1",0,1,1510,1510,1510,NA,2004-01-01 00:00:00,3.1,1,5032
"960",5031,501,1," I-5 NB at Main St ML2               ",8,1,"005es00310:_MN___2",0,2,1510,1510,1510,NA,2004-01-01 00:00:00,3.1,2,5031
"961",5030,501,1," I-5 NB at Main St ML3               ",8,1,"005es00310:_MN___3",0,3,1510,1510,1510,NA,2004-01-01 00:00:00,3.1,3,5030
"962",5027,502,1," I-5 SB at Main St ML1               ",8,1,"005es00310:_MS___1",0,1,1509,1509,1509,NA,2004-01-01 00:00:00,3.1,1,5027
"963",5028,502,1," I-5 SB at Main St ML2               ",8,1,"005es00310:_MS___2",0,2,1509,1509,1509,NA,2004-01-01 00:00:00,3.1,2,5028
"964",5610,502,1," I-5 SB at Main St ML2               ",8,1,"005es00310:_MS___3",0,3,1509,1509,1509,NA,2004-01-01 00:00:00,3.1,3,5610
"965",5120,501,1," I-5 NB at 63rd St ML1               ",8,1,"005es00378:_MN___1",0,1,1552,1552,1552,NA,2004-01-01 00:00:00,3.78,1,5120
"966",5121,501,1," I-5 NB at 63rd St ML2               ",8,1,"005es00378:_MN___2",0,2,1552,1552,1552,NA,2004-01-01 00:00:00,3.78,2,5121
"967",5122,501,1," I-5 NB at 63rd St ML3               ",8,1,"005es00378:_MN___3",0,3,1552,1552,1552,NA,2004-01-01 00:00:00,3.78,3,5122
"968",5611,501,1," I-5 NB at 63rd St ML3               ",8,1,"005es00378:_MN___4",0,4,1552,1552,1552,NA,2004-01-01 00:00:00,3.78,4,5611
"969",5119,502,1," I-5 SB at 63rd St ML1               ",8,1,"005es00378:_MS___1",0,1,1553,1553,1553,NA,2004-01-01 00:00:00,3.78,1,5119
"970",5118,502,1," I-5 SB at 63rd St ML2               ",8,1,"005es00378:_MS___2",0,2,1553,1553,1553,NA,2004-01-01 00:00:00,3.78,2,5118
"971",5117,502,1," I-5 SB at 63rd St ML3               ",8,1,"005es00378:_MS___3",0,3,1553,1553,1553,NA,2004-01-01 00:00:00,3.78,3,5117
"972",5612,502,1," I-5 SB at 63rd St ML3               ",8,1,"005es00378:_MS___4",0,4,1553,1553,1553,NA,2004-01-01 00:00:00,3.78,4,5612
"973",5129,501,1," I-5 NB at 78th St ML1               ",8,1,"005es00425:_MN___1",0,1,1554,1554,1554,NA,2004-01-01 00:00:00,4.25,1,5129
"974",5128,501,1," I-5 NB at 78th St ML2               ",8,1,"005es00425:_MN___2",0,2,1554,1554,1554,NA,2004-01-01 00:00:00,4.25,2,5128
"975",5127,501,1," I-5 NB at 78th St ML3               ",8,1,"005es00425:_MN___3",0,3,1554,1554,1554,NA,2004-01-01 00:00:00,4.25,3,5127
"976",5126,502,1," I-5 SB at 78th St ML1               ",8,1,"005es00425:_MS___1",0,1,1555,1555,1555,NA,2004-01-01 00:00:00,4.25,1,5126
"977",5125,502,1," I-5 SB at 78th St ML2               ",8,1,"005es00425:_MS___2",0,2,1555,1555,1555,NA,2004-01-01 00:00:00,4.25,2,5125
"978",5124,502,1," I-5 SB at 78th St ML3               ",8,1,"005es00425:_MS___3",0,3,1555,1555,1555,NA,2004-01-01 00:00:00,4.25,3,5124
"979",5134,501,1," I-5 NB at 86th St ML1               ",8,1,"005es00494:_MN___1",0,1,1556,1556,1556,NA,2004-01-01 00:00:00,4.94,1,5134
"980",5135,501,1," I-5 NB at 86th St ML2               ",8,1,"005es00494:_MN___2",0,2,1556,1556,1556,NA,2004-01-01 00:00:00,4.94,2,5135
"981",5136,501,1," I-5 NB at 86th St ML3               ",8,1,"005es00494:_MN___3",0,3,1556,1556,1556,NA,2004-01-01 00:00:00,4.94,3,5136
"982",5613,501,1," I-5 NB at 86th St ML3               ",8,1,"005es00494:_MN___4",0,4,1556,1556,1556,NA,2004-01-01 00:00:00,4.94,4,5613
"983",5133,502,1," I-5 SB at 86th St ML1               ",8,1,"005es00494:_MS___1",0,1,1557,1557,1557,NA,2004-01-01 00:00:00,4.94,1,5133
"984",5132,502,1," I-5 SB at 86th St ML2               ",8,1,"005es00494:_MS___2",0,2,1557,1557,1557,NA,2004-01-01 00:00:00,4.94,2,5132
"985",5131,502,1," I-5 SB at 86th St ML3               ",8,1,"005es00494:_MS___3",0,3,1557,1557,1557,NA,2004-01-01 00:00:00,4.94,3,5131
"986",5614,502,1," I-5 SB at 86th St ML3               ",8,1,"005es00494:_MS___4",0,4,1557,1557,1557,NA,2004-01-01 00:00:00,4.94,4,5614
"987",5036,501,1," I-5 NB at 99th ML1                  ",8,1,"005es00529:_MN__S1",0,1,1512,1512,1512,NA,2004-01-01 00:00:00,5.29,1,5036
"988",5037,501,1," I-5 NB at 99th ML2                  ",8,1,"005es00529:_MN__S2",0,2,1512,1512,1512,NA,2004-01-01 00:00:00,5.29,2,5037
"989",5038,501,1," I-5 NB at 99th ML3                  ",8,1,"005es00529:_MN__S3",0,3,1512,1512,1512,NA,2004-01-01 00:00:00,5.29,3,5038
"990",5033,502,1," I-5 SB at 99th ML1                  ",8,1,"005es00529:_MS__S1",0,1,1511,1511,1511,NA,2004-01-01 00:00:00,5.29,1,5033
"991",5034,502,1," I-5 SB at 99th ML2                  ",8,1,"005es00529:_MS__S2",0,2,1511,1511,1511,NA,2004-01-01 00:00:00,5.29,2,5034
"992",5035,502,1," I-5 SB at 99th ML3                  ",8,1,"005es00529:_MS__S3",0,3,1511,1511,1511,NA,2004-01-01 00:00:00,5.29,3,5035
"993",5040,501,1," I-5 NB at Salmon Cr ML1             ",8,1,"005es00631:_MN___1",0,1,1514,1514,1514,NA,2004-01-01 00:00:00,6.31,1,5040
"994",5039,501,1," I-5 NB at Salmon Cr ML2             ",8,1,"005es00631:_MN___2",0,2,1514,1514,1514,NA,2004-01-01 00:00:00,6.31,2,5039
"995",5138,501,1," I-5 NB at Salmon Cr ML3             ",8,1,"005es00631:_MN___3",0,3,1514,1514,1514,NA,2004-01-01 00:00:00,6.31,3,5138
"996",5137,501,1," I-5 NB at Salmon Cr ML4             ",8,1,"005es00631:_MN___4",0,4,1514,1514,1514,NA,2004-01-01 00:00:00,6.31,4,5137
"997",5041,502,1," I-5 SB at Salmon Cr ML1             ",8,1,"005es00631:_MS___1",0,1,1513,1513,1513,NA,2004-01-01 00:00:00,6.31,1,5041
"998",5042,502,1," I-5 SB at Salmon Cr ML2             ",8,1,"005es00631:_MS___2",0,2,1513,1513,1513,NA,2004-01-01 00:00:00,6.31,2,5042
"999",5139,502,1," I-5 SB at Salmon Cr ML3             ",8,1,"005es00631:_MS___3",0,3,1513,1513,1513,NA,2004-01-01 00:00:00,6.31,3,5139
"1000",5615,502,1," I-5 SB at Salmon Cr ML3             ",8,1,"005es00631:_MS___4",0,4,1513,1513,1513,NA,2004-01-01 00:00:00,6.31,4,5615
"1001",5152,501,1," I-5 NB at SR502 ML3                 ",8,1,"005es01167:_MN__S1",0,1,1570,1570,1570,NA,2004-01-01 00:00:00,11.67,1,5152
"1002",5151,501,1," I-5 NB at SR502 ML2                 ",8,1,"005es01167:_MN__S2",0,2,1570,1570,1570,NA,2004-01-01 00:00:00,11.67,2,5151
"1003",5631,502,1,"I-5 SB at mp11.75 ML1",8,1,"005es01175:_MS__S1",0,1,1588,1588,1588,NA,2004-01-01 00:00:00,11.75,1,5631
"1004",5632,502,1,"I-5 SB at mp11.75 ML2",8,1,"005es01175:_MS__S2",0,2,1588,1588,1588,NA,2004-01-01 00:00:00,11.75,2,5632
"1005",5641,501,1,"I-5 NB at mp73.26 ML1",8,1,"005es07326:_MN__S1",0,1,1593,1593,1593,NA,2004-01-01 00:00:00,73.26,1,5641
"1006",5642,501,1,"I-5 NB at mp73.26 ML2",8,1,"005es07326:_MN__S2",0,2,1593,1593,1593,NA,2004-01-01 00:00:00,73.26,2,5642
"1007",5643,502,1,"I-5 SB at mp73.26 ML1",8,1,"005es07326:_MS__S1",0,1,1594,1594,1594,NA,2004-01-01 00:00:00,73.26,1,5643
"1008",5644,502,1,"I-5 SB at mp 73.26 ML2",8,1,"005es07326:_MS__S2",0,2,1594,1594,1594,NA,2004-01-01 00:00:00,73.26,2,5644
"1009",5645,501,1,"I-5 NB at mp74.75 ML1",8,1,"005es07475:_MN__S1",0,1,1595,1595,1595,NA,2004-01-01 00:00:00,74.75,1,5645
"1010",5646,501,1,"I-5 NB at mp74.75 ML2",8,1,"005es07475:_MN__S2",0,2,1595,1595,1595,NA,2004-01-01 00:00:00,74.75,2,5646
"1011",5647,502,1,"I-5 SB at mp74.75 ML1",8,1,"005es07475:_MS__S1",0,1,1596,1596,1596,NA,2004-01-01 00:00:00,74.75,1,5647
"1012",5648,502,1,"I-5 SB at mp74.75 ML2",8,1,"005es07475:_MS__S2",0,2,1596,1596,1596,NA,2004-01-01 00:00:00,74.75,2,5648
"1013",5530,501,1," I-5 NB at 13th ML1                  ",8,1,"005es07654:_MN__S1",0,1,1989,1989,1989,NA,2004-01-01 00:00:00,76.54,1,5530
"1014",5531,501,1," I-5 NB at 13th ML2                  ",8,1,"005es07654:_MN__S2",0,2,1989,1989,1989,NA,2004-01-01 00:00:00,76.54,2,5531
"1015",5532,502,1," I-5 SB at 13th ML1                  ",8,1,"005es07654:_MS__S1",0,1,1990,1990,1990,NA,2004-01-01 00:00:00,76.54,1,5532
"1016",5533,502,1," I-5 SB at 13th ML2                  ",8,1,"005es07654:_MS__S2",0,2,1990,1990,1990,NA,2004-01-01 00:00:00,76.54,2,5533
"1017",5653,50,1,"SR14 EB at mp2.4 ML1",8,1,"014es00240:_ME__S1",0,1,1599,1599,1599,NA,2004-01-01 00:00:00,2.4,1,5653
"1018",5654,50,1,"SR14 EB at mp2.4 ML2",8,1,"014es00240:_ME__S2",0,2,1599,1599,1599,NA,2004-01-01 00:00:00,2.4,2,5654
"1019",5655,51,1,"SR14 WB at mp2.4 ML1",8,1,"014es00240:_MW__S1",0,1,1600,1600,1600,NA,2004-01-01 00:00:00,2.4,1,5655
"1020",5656,51,1,"SR14 WB at mp2.4 ML2",8,1,"014es00240:_MW__S2",0,2,1600,1600,1600,NA,2004-01-01 00:00:00,2.4,2,5656
"1021",5657,50,1,"SR 14 EB at mp3.05 ML1",8,1,"014es00305:_ME__S1",0,1,1601,1601,1601,NA,2004-01-01 00:00:00,3.05,1,5657
"1022",5658,50,1,"SR 14 EB at mp3.05 ML2",8,1,"014es00305:_ME__S2",0,2,1601,1601,1601,NA,2004-01-01 00:00:00,3.05,2,5658
"1023",5659,51,1,"SR14 WB at mp3.05 ML1",8,1,"014es00305:_MW__S1",0,1,1602,1602,1602,NA,2004-01-01 00:00:00,3.05,1,5659
"1024",5660,51,1,"SR14 WB at mp3.05 ML2",8,1,"014es00305:_MW__S2",0,2,1602,1602,1602,NA,2004-01-01 00:00:00,3.05,2,5660
"1025",5065,50,1," SR14 EB at Lieser Rd ML1            ",8,1,"014es00432:_ME___1",0,1,1527,1527,1527,NA,2004-01-01 00:00:00,4.32,1,5065
"1026",5066,50,1," SR14 EB at Lieser Rd ML2            ",8,1,"014es00432:_ME___2",0,2,1527,1527,1527,NA,2004-01-01 00:00:00,4.32,2,5066
"1027",5064,51,1," SR14 WB at Lieser Rd ML1            ",8,1,"014es00432:_MW___1",0,1,1526,1526,1526,NA,2004-01-01 00:00:00,4.32,1,5064
"1028",5063,51,1," SR14 WB at Lieser Rd ML2            ",8,1,"014es00432:_MW___2",0,2,1526,1526,1526,NA,2004-01-01 00:00:00,4.32,2,5063
"1029",5069,50,1," SR14 EB at Ellsworth ML1            ",8,1,"014es00559:_ME___1",0,1,1529,1529,1529,NA,2004-01-01 00:00:00,5.59,1,5069
"1030",5070,50,1," SR14 EB at Ellsworth ML2            ",8,1,"014es00559:_ME___2",0,2,1529,1529,1529,NA,2004-01-01 00:00:00,5.59,2,5070
"1031",5068,51,1," SR14 WB at Ellsworth ML1            ",8,1,"014es00559:_MW___1",0,1,1528,1528,1528,NA,2004-01-01 00:00:00,5.59,1,5068
"1032",5067,51,1," SR14 WB at Ellsworth ML2            ",8,1,"014es00559:_MW___2",0,2,1528,1528,1528,NA,2004-01-01 00:00:00,5.59,2,5067
"1033",5661,50,1,"SR14 EB at mp7.72 ML1",8,1,"014es00772:_ME__S1",0,1,1603,1603,1603,NA,2004-01-01 00:00:00,7.72,1,5661
"1034",5662,50,1,"SR14 EB at mp7.72 ML2",8,1,"014es00772:_ME__S2",0,2,1603,1603,1603,NA,2004-01-01 00:00:00,7.72,2,5662
"1035",5663,51,1,"SR14 WB at mp7.72 ML1",8,1,"014es00772:_MW__S1",0,1,1604,1604,1604,NA,2004-01-01 00:00:00,7.72,1,5663
"1036",5664,51,1,"SR14 WB at mp7.72 ML2",8,1,"014es00772:_MW__S2",0,2,1604,1604,1604,NA,2004-01-01 00:00:00,7.72,2,5664
"1037",5665,50,1,"SR14 EB at mp8.52 ML1",8,1,"014es00852:_ME__S1",0,1,1605,1605,1605,NA,2004-01-01 00:00:00,8.52,1,5665
"1038",5666,50,1,"SR14 EB at mp8.52 ML2",8,1,"014es00852:_ME__S2",0,2,1605,1605,1605,NA,2004-01-01 00:00:00,8.52,2,5666
"1039",5667,51,1,"SR14 WB at mp8.52 ML1",8,1,"014es00852:_MW__S1",0,1,1606,1606,1606,NA,2004-01-01 00:00:00,8.52,1,5667
"1040",5668,51,1,"SR14 WB at mp8.52 ML2",8,1,"014es00852:_MW__S2",0,2,1606,1606,1606,NA,2004-01-01 00:00:00,8.52,2,5668
"1041",5671,54,1,"I-205 NB at mp27.26 ML1",8,1,"205es02726:_MN___1",0,1,1608,1608,1608,NA,2004-01-01 00:00:00,27.26,1,5671
"1042",5672,54,1,"I-205 NB at mp27.26 ML2",8,1,"205es02726:_MN___2",0,2,1608,1608,1608,NA,2004-01-01 00:00:00,27.26,2,5672
"1043",5673,54,1,"I-205 NB at mp27.26 ML3",8,1,"205es02726:_MN___3",0,3,1608,1608,1608,NA,2004-01-01 00:00:00,27.26,3,5673
"1044",5674,54,1,"I-205 NB at mp27.26 ML4",8,1,"205es02726:_MN___4",0,4,1608,1608,1608,NA,2004-01-01 00:00:00,27.26,4,5674
"1045",5675,55,1,"I-205 SB at mp27.26 ML1",8,1,"205es02726:_MS___1",0,1,1609,1609,1609,NA,2004-01-01 00:00:00,27.26,1,5675
"1046",5676,55,1,"I-205 SB at mp27.26 ML2",8,1,"205es02726:_MS___2",0,2,1609,1609,1609,NA,2004-01-01 00:00:00,27.26,2,5676
"1047",5677,55,1,"I-205 SB at mp27.26 ML3",8,1,"205es02726:_MS___3",0,3,1609,1609,1609,NA,2004-01-01 00:00:00,27.26,3,5677
"1048",5678,54,1,"I-205 NB at mp27.8 ML1",8,1,"205es02780:_MN___1",0,1,1610,1610,1610,NA,2004-01-01 00:00:00,27.8,1,5678
"1049",5679,54,1,"I-205 NB at mp27.8 ML2",8,1,"205es02780:_MN___2",0,2,1610,1610,1610,NA,2004-01-01 00:00:00,27.8,2,5679
"1050",5680,54,1,"I-205 NB at mp27.8 ML3",8,1,"205es02780:_MN___3",0,3,1610,1610,1610,NA,2004-01-01 00:00:00,27.8,3,5680
"1051",5681,54,1,"I-205 NB at mp27.8 ML4",8,1,"205es02780:_MN___4",0,4,1610,1610,1610,NA,2004-01-01 00:00:00,27.8,4,5681
"1052",5077,55,1," I-205 SB at 10th ML1                ",8,1,"205es02780:_MS___1",0,1,1533,1533,1533,NA,2004-01-01 00:00:00,27.8,1,5077
"1053",5076,55,1," I-205 SB at 10th ML2                ",8,1,"205es02780:_MS___2",0,2,1533,1533,1533,NA,2004-01-01 00:00:00,27.8,2,5076
"1054",5075,55,1," I-205 SB at 10th ML3                ",8,1,"205es02780:_MS___3",0,3,1533,1533,1533,NA,2004-01-01 00:00:00,27.8,3,5075
"1055",5682,55,1,"I-205 SB at 10th ML4",8,1,"205es02780:_MS___4",0,4,1533,1533,1533,NA,2004-01-01 00:00:00,27.8,4,5682
"1056",5720,501,1,"I-5 NB at Evergreen Blvd",8,1,"005es00088:_MN__S3",0,3,1503,1503,1503,NA,2004-01-01 00:00:00,0.88,3,5720
"1057",5721,502,1,"I-5 SB at Evergreen Blvd",8,1,"005es00088:_MS__S3",0,3,1504,1504,1504,NA,2004-01-01 00:00:00,0.88,3,5721
"1058",5728,501,1,"I-5 NB at 199th",8,1,"005es01080:_MN___1",0,1,1623,1623,1623,NA,2004-01-01 00:00:00,10.8,1,5728
"1059",5729,501,1,"I-5 NB at 199th",8,1,"005es01080:_MN___2",0,2,1623,1623,1623,NA,2004-01-01 00:00:00,10.8,2,5729
"1060",5730,501,1,"I-5 NB at 199th",8,1,"005es01080:_MN___3",0,3,1623,1623,1623,NA,2004-01-01 00:00:00,10.8,3,5730
"1061",5731,502,1,"I-5 SB at 199th",8,1,"005es01081:_MS___1",0,1,1624,1624,1624,NA,2004-01-01 00:00:00,10.81,1,5731
"1062",5732,502,1,"I-5 SB at 199th",8,1,"005es01081:_MS___2",0,2,1624,1624,1624,NA,2004-01-01 00:00:00,10.81,2,5732
"1063",5733,502,1,"I-5 SB at 199th",8,1,"005es01081:_MS___3",0,3,1624,1624,1624,NA,2004-01-01 00:00:00,10.81,3,5733
"1064",5734,501,1,"I-5 NB at Carty Rd.",8,1,"005es01248:_MN___1",0,1,1625,1625,1625,NA,2004-01-01 00:00:00,12.48,1,5734
"1065",5735,501,1,"I-5 NB at Carty Rd.",8,1,"005es01248:_MN___2",0,2,1625,1625,1625,NA,2004-01-01 00:00:00,12.48,2,5735
