starttime,traveltime
7/6/15 19:52,417
7/6/15 19:59,453
7/6/15 20:00,512
7/6/15 20:04,459
7/6/15 20:06,565
7/6/15 20:15,438
7/6/15 21:10,498
7/6/15 21:13,451
7/6/15 21:35,728
7/6/15 21:45,422
7/6/15 22:20,380
7/6/15 22:23,439
7/6/15 22:50,423
7/6/15 23:09,2237
7/7/15 0:12,419
7/7/15 0:13,480
7/7/15 0:35,539
7/7/15 2:15,396
7/7/15 2:37,992
7/7/15 2:45,319
7/7/15 2:53,370
7/7/15 3:02,369
7/7/15 3:30,310
7/7/15 5:23,378
7/7/15 5:41,732
7/7/15 6:30,475
7/7/15 7:04,511
7/7/15 7:10,519
7/7/15 7:32,571
7/7/15 7:33,546
7/7/15 7:37,495
7/7/15 8:11,530
7/7/15 8:34,583
7/7/15 8:34,1426
7/7/15 8:36,497
7/7/15 8:46,605
7/7/15 8:59,574
7/7/15 9:03,576
7/7/15 9:08,638
7/7/15 9:18,561
7/7/15 9:35,692
7/7/15 10:03,426
7/7/15 10:14,541
7/7/15 10:27,906
7/7/15 10:33,666
7/7/15 10:41,507
7/7/15 10:43,588
7/7/15 10:48,540
7/7/15 11:01,622
7/7/15 11:01,566
7/7/15 11:12,1066
7/7/15 11:27,656
7/7/15 11:45,535
7/7/15 11:46,493
7/7/15 11:47,601
7/7/15 12:06,523
7/7/15 12:06,514
7/7/15 12:09,581
7/7/15 12:12,589
7/7/15 12:24,720
7/7/15 12:28,639
7/7/15 12:28,642
7/7/15 12:31,554
7/7/15 12:49,617
7/7/15 13:06,1270
7/7/15 13:07,905
7/7/15 13:20,583
7/7/15 13:24,617
7/7/15 13:25,822
7/7/15 13:46,642
7/7/15 13:48,611
7/7/15 13:48,561
7/7/15 14:00,538
7/7/15 14:10,612
7/7/15 14:19,544
7/7/15 14:23,584
7/7/15 14:27,575
7/7/15 14:38,584
7/7/15 14:39,629
7/7/15 14:41,644
7/7/15 14:44,572
7/7/15 14:45,508
7/7/15 14:59,669
7/7/15 15:01,828
7/7/15 15:02,787
7/7/15 15:07,820
7/7/15 15:07,793
7/7/15 15:08,2015
7/7/15 15:12,793
7/7/15 15:13,684
7/7/15 15:16,728
7/7/15 15:16,728
7/7/15 15:19,738
7/7/15 15:19,745
7/7/15 15:22,744
7/7/15 15:24,755
