detectorid,highwayid,enabledflag,locationtext,detectortype,detectorclass,detectortitle,detectorstatus,lanenumber,stationid,rampid,controllerid,end_date,start_date,milepost,agency_lane,atms_id
101057,4,1,Blankenship (2DS002) @ SB I-205 MP5.39,8,1,101057/1,20,2,3195,3195,3195,,2014-09-01 00:00:00-07,5.39,1,3342
101058,4,1,Blankenship (2DS002) @ SB I-205 MP5.39,8,1,101058/2,20,1,3195,3195,3195,,2014-09-01 00:00:00-07,5.39,2,3341
100393,6,1,I-405 SB @ Broadway,8,1,100393/1,0,3,3196,3196,3196,,2014-05-01 00:00:00-07,1.15,1,3422
100394,6,1,I-405 SB @ Broadway,8,1,100394/2,0,2,3196,3196,3196,,2014-05-01 00:00:00-07,1.15,2,3421
100395,6,1,I-405 SB @ Broadway,8,1,100395/3,0,1,3196,3196,3196,,2014-05-01 00:00:00-07,1.15,3,3420
100606,5,1,I-405 NB @ Ross Island Bridge,8,1,100606/1,0,2,3201,3201,3201,,2014-05-01 00:00:00-07,0.2,1,3416
100607,5,1,I-405 NB @ Ross Island Bridge,8,1,100607/2,0,1,3201,3201,3201,,2014-05-01 00:00:00-07,0.2,2,3415
101186,8,1,Marine Dr (2DS028) @ WB I-84 MP16.9,8,1,101186/1,1,2,3202,3202,3202,,2015-06-02 15:10:00-07,16.9,1,3376
101187,8,1,Marine Dr (2DS028) @ WB I-84 MP16.9,8,1,101187/2,1,1,3202,3202,3202,,2015-06-02 15:10:00-07,16.9,2,3375
1701,12,0,Cedar Hills NB to WB,8,1,DELETED 6/8/06 US26W68.32-ML1,0,1,1093,1093,1093,2006-08-06 00:00:00-07,2004-01-01 00:00:00-08,,1,1701
1702,12,0,Cedar Hills NB to WB,8,1,DELETED 6/8/06 US26W68.32-ML2,0,2,1093,1093,1093,2006-08-06 00:00:00-07,2004-01-01 00:00:00-08,,2,1702
1895,2,1,Haines St SB,8,5,I5S293.1-ENTD1,0,1,5131,1131,1131,2014-10-23 00:00:00-07,2004-01-01 00:00:00-08,293.1,1,1895
9036,0,1,BARLOW 170 TEST Controller1,8,1,BARLOW-ML1,1,1,6071,6071,6071,,2004-01-01 00:00:00-08,,1,9036
9037,0,1,BARLOW 170 TEST Controller1,8,1,BARLOW-ML2,1,2,6071,6071,6071,,2004-01-01 00:00:00-08,,2,9037
9038,0,1,BARLOW 170 TEST Controller1,8,1,BARLOW-ML3,1,3,6071,6071,6071,,2004-01-01 00:00:00-08,,3,9038
9039,0,1,BARLOW 170 TEST Controller1,8,5,BARLOW-ENTD1,1,1,6071,6071,6071,,2004-01-01 00:00:00-08,,1,9039
9040,0,1,BARLOW 170 TEST Controller2,8,1,BARLOW-ML1,1,1,6072,6072,6072,,2004-01-01 00:00:00-08,,1,9040
9041,0,1,BARLOW 170 TEST Controller2,8,1,BARLOW-ML2,1,2,6072,6072,6072,,2004-01-01 00:00:00-08,,2,9041
9042,0,1,BARLOW 170 TEST Controller2,8,1,BARLOW-ML3,1,3,6072,6072,6072,,2004-01-01 00:00:00-08,,3,9042
9043,0,1,BARLOW 170 TEST Controller2,8,5,BARLOW-ENTD1,1,1,6072,6072,6072,,2004-01-01 00:00:00-08,,1,9043
9044,0,1,BARLOW 170 TEST Controller3,8,1,BARLOW-ML1,1,1,6073,6073,6073,,2004-01-01 00:00:00-08,,1,9044
9045,0,1,BARLOW 170 TEST Controller3,8,1,BARLOW-ML2,1,2,6073,6073,6073,,2004-01-01 00:00:00-08,,2,9045
9046,0,1,BARLOW 170 TEST Controller3,8,1,BARLOW-ML3,1,3,6073,6073,6073,,2004-01-01 00:00:00-08,,3,9046
9047,0,1,BARLOW 170 TEST Controller3,8,5,BARLOW-ENTD1,1,1,6073,6073,6073,,2004-01-01 00:00:00-08,,1,9047
9048,0,1,BARLOW 170 TEST Controller4,8,1,BARLOW-ML1,1,1,6074,6074,6074,,2004-01-01 00:00:00-08,,1,9048
9049,0,1,BARLOW 170 TEST Controller4,8,1,BARLOW-ML2,1,2,6074,6074,6074,,2004-01-01 00:00:00-08,,2,9049
9050,0,1,BARLOW 170 TEST Controller4,8,1,BARLOW-ML3,1,3,6074,6074,6074,,2004-01-01 00:00:00-08,,3,9050
9051,0,1,BARLOW 170 TEST Controller4,8,5,BARLOW-ENTD1,1,1,6074,6074,6074,,2004-01-01 00:00:00-08,,1,9051
9052,0,1,BARLOW 170 TEST Controller5,8,1,BARLOW-ML1,1,1,6075,6075,6075,,2004-01-01 00:00:00-08,,1,9052
9053,0,1,BARLOW 170 TEST Controller5,8,1,BARLOW-ML2,1,2,6075,6075,6075,,2004-01-01 00:00:00-08,,2,9053
9054,0,1,BARLOW 170 TEST Controller5,8,1,BARLOW-ML3,1,3,6075,6075,6075,,2004-01-01 00:00:00-08,,3,9054
9055,0,1,BARLOW 170 TEST Controller5,8,5,BARLOW-ENTD1,1,1,6075,6075,6075,,2004-01-01 00:00:00-08,,1,9055
9056,0,1,BARLOW 170 TEST Controller6,8,1,BARLOW-ML1,1,1,6076,6076,6076,,2004-01-01 00:00:00-08,,1,9056
9057,0,1,BARLOW 170 TEST Controller6,8,1,BARLOW-ML2,1,2,6076,6076,6076,,2004-01-01 00:00:00-08,,2,9057
9058,0,1,BARLOW 170 TEST Controller6,8,1,BARLOW-ML3,1,3,6076,6076,6076,,2004-01-01 00:00:00-08,,3,9058
100913,3,1,NB OR 43 (2R381) to NB I-205,8,1,100913/1,20,3,1110,1110,1110,,2014-09-01 00:00:00-07,9.03,1,100913
1820,6,0,Everett to I-405 SB,8,1,I405S2.22-ML2,0,2,1119,1119,1119,2014-05-01 00:00:00-07,2004-01-01 00:00:00-08,2.22,2,1820
3384,12,0,US 26 WB @ Zoo Interchange ML3,8,1,US 26 WB @ Zoo Interchange ML3,0,3,3162,3162,111,2014-09-19 00:00:00-07,2004-01-01 00:00:00-08,72.17,3,3384
1259,2,1,Lombard WB to SB,8,1,I5S305.51-ML1,0,1,1029,1029,1029,2015-06-02 15:05:00-07,2004-01-01 00:00:00-08,305.51,1,1259
1260,2,1,Lombard WB to SB,8,1,I5S305.51-ML2,0,2,1029,1029,1029,2015-06-02 15:05:00-07,2004-01-01 00:00:00-08,305.51,2,1260
1261,2,1,Lombard WB to SB,8,1,I5S305.51-ML3,0,3,1029,1029,1029,2015-06-02 15:05:00-07,2004-01-01 00:00:00-08,305.51,3,1261
1267,2,1,Lombard EB to SB,8,1,I5S305.40-ML1,0,1,1030,1030,1030,2015-06-02 15:05:00-07,2004-01-01 00:00:00-08,305.4,1,1267
1268,2,1,Lombard EB to SB,8,1,I5S305.40-ML2,0,2,1030,1030,1030,2015-06-02 15:05:00-07,2004-01-01 00:00:00-08,305.4,2,1268
100785,1,1,Going (2R002) to NB I-5,8,1,100785/2,1,1,1019,1019,1019,,2015-06-02 15:10:00-07,303.88,2,100785
100787,1,1,Alberta (2R003) to NB I-5,8,1,100787/2,1,1,1020,1020,1020,,2015-06-02 15:10:00-07,304.4,2,100787
100789,1,1,Rosa Parks (2R004) to NB I-5,8,1,100789/2,1,1,1021,1021,1021,,2015-06-02 15:10:00-07,305.12,2,100789
100791,1,1,Denver (2R005) to NB I-5,8,1,100791/2,1,1,1022,1022,1022,,2015-06-02 15:10:00-07,306.51,2,100791
100793,1,1,Victory (2R006) to NB I-5,8,1,100793/2,1,1,1023,1023,1023,,2015-06-02 15:10:00-07,306.53,2,100793
100925,3,1,Or 212/224 (2R045) to NB I-205,8,1,100925/1,20,4,1043,1043,1043,,2014-09-01 00:00:00-07,12.94,1,100925
100675,12,1,Jefferson (2R382) to WB US 26,8,1,100675/1,0,4,1112,1112,1112,,2014-09-29 00:00:00-07,73.33,1,100675
101050,3,1,Prescott (2DS005) @ NB I-205 MP23.27,8,1,101050/1,1,4,3106,3106,3106,,2014-12-04 15:15:00-08,23.27,1,101050
101107,7,1,Halsey (2DS019) @ EB I-84 MP5.82,8,1,101107/1,1,3,3135,3135,3135,,2014-12-02 15:52:00-08,5.82,1,101107
101159,8,1,Halsey (2DS019) @ WB I-84 MP5.82,8,1,101159/1,1,3,3136,3136,3136,,2014-12-02 15:52:00-08,5.82,1,101159
101076,3,1,Halsey (2DS004) @ NB I-205 MP21.68,8,1,101076/3,1,0,3164,3164,3164,,2014-12-03 09:27:00-08,21.68,3,101076
100634,,1,OR 217 off-ramp (2DS067) @ EB US26 MP69.31,8,1,100634/1,0,1,3206,3206,3206,,2014-09-29 00:00:00-07,,1,100634
100639,,1,OR 217 off-ramp (2DS067) @ WB US26 MP69.31,8,1,100639/2,0,1,3207,3207,3207,,2014-09-29 00:00:00-07,,2,100639
100638,,1,OR 217 off-ramp (2DS067) @ WB US26 MP69.31,8,1,100638/1,0,2,3207,3207,3207,,2014-09-29 00:00:00-07,,1,100638
100599,9,1,NB OR 217 (2DS044) to WB US 26 MP0.08,1,1,100599/2,1,1,3209,3209,3209,,2014-06-12 10:20:40-07,,2,100599
100598,9,1,NB OR 217 (2DS044) to WB US 26 MP0.08,1,1,100598/1,1,2,3209,3209,3209,,2014-06-12 10:20:40-07,,1,100598
100603,12,1,WB US 26 (2DS045) to SB OR 217 MP69.1,1,1,100603/2,1,1,3210,3210,3210,,2014-06-12 10:20:40-07,,2,100603
100602,12,1,WB US 26 (2DS045) to SB OR 217 MP69.1,1,1,100602/1,1,2,3210,3210,3210,,2014-06-12 10:20:40-07,,1,100602
100605,11,1,EB US 26 (2DS046) to SB OR 217 MP69.16,1,1,100605/2,1,1,3211,3211,3211,,2014-06-12 10:20:40-07,,2,100605
100604,11,1,EB US 26 (2DS046) to SB OR 217 MP69.16,1,1,100604/1,1,2,3211,3211,3211,,2014-06-12 10:20:40-07,,1,100604
1094,1,1,Haines St NB,8,5,I5N293.18-ENTD1,0,1,5008,1008,1008,2014-10-23 00:00:00-07,2004-01-01 00:00:00-08,293.18,1,1094
1102,1,1,Pacific Hwy W NB,8,5,I5N293.74-ENTD1,0,1,5009,1009,1009,2014-10-23 00:00:00-07,2004-01-01 00:00:00-08,293.74,1,1102
1110,1,1,Capital Hwy NB,8,5,I5N295.18-ENTD1,0,1,5010,1010,1010,2014-10-23 00:00:00-07,2004-01-01 00:00:00-08,295.18,1,1110
1118,1,1,Spring Garden St NB,8,5,I5N296.26-ENTD1,0,1,5011,1011,1011,2014-10-23 00:00:00-07,2004-01-01 00:00:00-08,296.26,1,1118
1126,1,1,Multnomah Blvd NB,8,5,I5N296.60-ENTD1,0,1,5012,1012,1012,2014-10-23 00:00:00-07,2004-01-01 00:00:00-08,296.6,1,1126
1134,1,1,Terwilliger Blvd NB,8,5,I5N297.33-ENTD1,0,1,5013,1013,1013,2014-10-23 00:00:00-07,2004-01-01 00:00:00-08,297.33,1,1134
1142,1,1,Bertha NB,8,5,I5N297.33-ENTD1,0,1,5014,1014,1014,2014-10-23 00:00:00-07,2004-01-01 00:00:00-08,297.33,1,1142
1775,2,1,ORE 99W SB,8,5,I5S293.36-ENTD1,0,1,5105,1105,1105,2014-10-23 00:00:00-07,2004-01-01 00:00:00-08,293.36,1,1775
9059,0,1,BARLOW 170 TEST Controller6,8,5,BARLOW-ENTD1,1,1,6076,6076,6076,,2004-01-01 00:00:00-08,,1,9059
9060,0,1,BARLOW 170 TEST Controller7,8,1,BARLOW-ML1,1,1,6077,6077,6077,,2004-01-01 00:00:00-08,,1,9060
9061,0,1,BARLOW 170 TEST Controller7,8,1,BARLOW-ML2,1,2,6077,6077,6077,,2004-01-01 00:00:00-08,,2,9061
9062,0,1,BARLOW 170 TEST Controller7,8,1,BARLOW-ML3,1,3,6077,6077,6077,,2004-01-01 00:00:00-08,,3,9062
9063,0,1,BARLOW 170 TEST Controller7,8,5,BARLOW-ENTD1,1,1,6077,6077,6077,,2004-01-01 00:00:00-08,,1,9063
9064,0,1,BARLOW 170 TEST Controller8,8,1,BARLOW-ML1,1,1,6078,6078,6078,,2004-01-01 00:00:00-08,,1,9064
9065,0,1,BARLOW 170 TEST Controller8,8,1,BARLOW-ML2,1,2,6078,6078,6078,,2004-01-01 00:00:00-08,,2,9065
9066,0,1,BARLOW 170 TEST Controller8,8,1,BARLOW-ML3,1,3,6078,6078,6078,,2004-01-01 00:00:00-08,,3,9066
9067,0,1,BARLOW 170 TEST Controller8,8,5,BARLOW-ENTD1,1,1,6078,6078,6078,,2004-01-01 00:00:00-08,,1,9067
9068,0,1,BARLOW 170 TEST Controller9,8,1,BARLOW-ML1,1,1,6079,6079,6079,,2004-01-01 00:00:00-08,,1,9068
9069,0,1,BARLOW 170 TEST Controller9,8,1,BARLOW-ML2,1,2,6079,6079,6079,,2004-01-01 00:00:00-08,,2,9069
9070,0,1,BARLOW 170 TEST Controller9,8,1,BARLOW-ML3,1,3,6079,6079,6079,,2004-01-01 00:00:00-08,,3,9070
9071,0,1,BARLOW 170 TEST Controller9,8,5,BARLOW-ENTD1,1,1,6079,6079,6079,,2004-01-01 00:00:00-08,,1,9071
9072,0,1,BARLOW 170 TEST Controller10,8,1,BARLOW-ML1,1,1,6080,6080,6080,,2004-01-01 00:00:00-08,,1,9072
9073,0,1,BARLOW 170 TEST Controller10,8,1,BARLOW-ML2,1,2,6080,6080,6080,,2004-01-01 00:00:00-08,,2,9073
9074,0,1,BARLOW 170 TEST Controller10,8,1,BARLOW-ML3,1,3,6080,6080,6080,,2004-01-01 00:00:00-08,,3,9074
9075,0,1,BARLOW 170 TEST Controller10,8,5,BARLOW-ENTD1,1,1,6080,6080,6080,,2004-01-01 00:00:00-08,,1,9075
3284,2,1,I-5 SB @ Broadway ML2,8,1,I-5 SB @ Broadway ML2,0,2,3121,3121,3121,2014-05-01 00:00:00-07,2004-01-01 00:00:00-08,302.51,2,3284
3283,2,1,I-5 SB @ Broadway ML1,8,1,I-5 SB @ Broadway ML1,0,1,3121,3121,3121,2014-05-01 00:00:00-07,2004-01-01 00:00:00-08,302.51,1,3283
1272,2,1,Lombard EB to SB,8,5,I5S305.40-ENTD1,0,1,5030,1030,1030,,2004-01-01 00:00:00-08,305.4,1,1272
1406,4,1,Division SB,8,5,I205S19.25-ENTD1,0,1,5052,1052,1052,,2004-01-01 00:00:00-08,19.25,1,1406
1414,4,1,Powell Blvd SB,8,5,I205S18.92-ENTD1,0,1,5053,1053,1053,,2004-01-01 00:00:00-08,18.92,1,1414
1422,4,1,Foster SB,8,5,I205S17.50-ENTD1,0,1,5054,1054,1054,,2004-01-01 00:00:00-08,17.5,1,1422
1429,7,1,Grand EB,8,5,I84E0.52-ENTD1,0,1,5055,1055,1055,,2004-01-01 00:00:00-08,0.52,1,1429
5006,51,1, SR14 WB at Grand ML2                ,8,1,014es00155:_MW___2,0,2,1502,1502,1502,,2004-01-01 00:00:00-08,1.55,2,5006
3398,2,0,I-5 SB N. of Morrison Bridge ML4,8,1,I-5 SB N. of Morrison Bridge ML4,0,4,3120,3120,0,2014-04-30 00:00:00-07,2004-01-01 00:00:00-08,301.13,4,3398
1647,11,1,Cornell Rd EB,8,5,US26E65.90-ENTD1,0,1,5085,1085,1085,,2004-01-01 00:00:00-08,65.9,1,1647
1654,11,1,Murray Rd EB,8,5,US26E67.40-ENTD1,0,1,5086,1086,1086,,2004-01-01 00:00:00-08,67.4,1,1654
1855,3,1,Sunnybrook NB,8,5,I205N14.32-ENTD1,0,1,5124,1124,1124,,2004-01-01 00:00:00-08,14.32,1,1855
1861,4,1,Sunnyside SB,8,5,I205S14.58-ENTD1,0,1,5125,1125,1125,,2004-01-01 00:00:00-08,14.58,1,1861
5742,501,1,35th St,8,1,005es00210:_MN__S1,0,1,1627,1627,1627,,2004-01-01 00:00:00-08,2.1,1,5742
5778,54,1,Andresen,8,1,205es03345:_MN___2,0,2,1641,1641,1641,,2004-01-01 00:00:00-08,33.45,2,5778
5779,55,1,Andresen,8,1,205es03345:_MS___1,0,1,1642,1642,1642,,2004-01-01 00:00:00-08,33.45,1,5779
5780,55,1,Andresen,8,1,205es03345:_MS___2,0,2,1642,1642,1642,,2004-01-01 00:00:00-08,33.45,2,5780
5781,52,1,15th St,8,1,500es00066:_ME___1,0,1,1643,1643,1643,,2004-01-01 00:00:00-08,0.66,1,5781
5782,52,1,15th St,8,1,500es00066:_ME___2,0,2,1643,1643,1643,,2004-01-01 00:00:00-08,0.66,2,5782
5783,53,1,15th St,8,1,500es00066:_MW___1,0,1,1644,1644,1644,,2004-01-01 00:00:00-08,0.66,1,5783
5784,53,1,15th St,8,1,500es00066:_MW___2,0,2,1644,1644,1644,,2004-01-01 00:00:00-08,0.66,2,5784
5785,52,1,Burnt Bridge,8,1,500es00146:_ME___1,0,1,1645,1645,1645,,2004-01-01 00:00:00-08,1.46,1,5785
5786,52,1,Burnt Bridge,8,1,500es00146:_ME___2,0,2,1645,1645,1645,,2004-01-01 00:00:00-08,1.46,2,5786
5787,53,1,Burnt Bridge,8,1,500es00146:_MW___1,0,1,1646,1646,1646,,2004-01-01 00:00:00-08,1.46,1,5787
5788,53,1,Burnt Bridge,8,1,500es00146:_MW___2,0,2,1646,1646,1646,,2004-01-01 00:00:00-08,1.46,2,5788
5707,52,1,SR500 NB (EB?) at mp3.9 ML1,8,1,500es00397:_ME___1,0,1,1617,1617,1617,,2004-01-01 00:00:00-08,3.97,1,5707
5708,52,1,SR500 NB (EB?) at mp3.9 ML2,8,1,500es00397:_ME___2,0,2,1617,1617,1617,,2004-01-01 00:00:00-08,3.97,2,5708
5709,53,1,SR500 SB (WB?) at mp3.9 ML1,8,1,500es00397:_MW___1,0,1,1618,1618,1618,,2004-01-01 00:00:00-08,3.97,1,5709
5710,53,1,SR500 SB (WB?) at mp3.9 ML2,8,1,500es00397:_MW___2,0,2,1618,1618,1618,,2004-01-01 00:00:00-08,3.97,2,5710
5004,50,1, SR14 EB at Grand ML1                ,8,1,014es00155:_ME___1,0,1,1501,1501,1501,,2004-01-01 00:00:00-08,1.55,1,5004
5003,50,1, SR14 EB at Grand ML2                ,8,1,014es00155:_ME___2,0,2,1501,1501,1501,,2004-01-01 00:00:00-08,1.55,2,5003
5005,51,1, SR14 WB at Grand ML1                ,8,1,014es00155:_MW___1,0,1,1502,1502,1502,,2004-01-01 00:00:00-08,1.55,1,5005
1772,2,1,ORE 99W SB,8,1,I5S293.36-ML3,0,3,1105,1105,1105,2014-10-23 00:00:00-07,2004-01-01 00:00:00-08,293.36,3,1772
5089,55,1, I-205 SB at 18th St ML1             ,8,1,205es02936:_MS__S1,0,1,1543,1543,1543,,2004-01-01 00:00:00-08,29.36,1,5089
3341,4,1,I-205 SB @ Blankenship ML1,8,1,I-205 SB @ Blankenship ML1,30,1,3195,3195,52,2014-09-01 00:00:00-07,2004-01-01 00:00:00-08,5.39,1,3341
3342,4,1,I-205 SB @ Blankenship ML2,8,1,I-205 SB @ Blankenship ML2,30,2,3195,3195,52,2014-09-01 00:00:00-07,2004-01-01 00:00:00-08,5.39,2,3342
1490,9,0,72nd Ave NB to NB,8,1,ORG217N6.61-ML3,0,3,1071,1071,1071,2014-04-30 00:00:00-07,2004-01-01 00:00:00-08,6.61,3,1490
3432,1,0,I-5 NB @ Marquam Bridge ML3,8,1,I-5 NB @ Marquam Bridge ML3,0,3,3119,3119,69,,2004-01-01 00:00:00-08,300.5,3,3432
3431,2,0,I-5 SB N. of Columbia off-ramp ML3,8,1,I-5 SB N. of Columbia off-ramp ML3,0,3,3174,3174,74,,2004-01-01 00:00:00-08,305.92,3,3431
1006,1,1,Stafford Rd EB to NB,8,5,I5N286.10-ENTD1,0,1,5001,1001,1001,,2004-01-01 00:00:00-08,286.1,1,1006
1014,1,1,Stafford Rd WB to NB,8,5,I5N286.30-ENTD1,0,1,5002,1002,1002,,2004-01-01 00:00:00-08,286.3,1,1014
1022,1,1,Nyberg EB to NB,8,5,I5N289.40-ENTD1,0,1,5003,1003,1003,,2004-01-01 00:00:00-08,289.4,1,1022
1030,1,1,Nyberg WB to NB,8,5,I5N289.63-ENTD1,0,1,5004,1004,1004,,2004-01-01 00:00:00-08,289.63,1,1030
1038,2,1,Nyberg SB,8,5,I5N289.38-ENTD1,0,1,5040,1040,1040,,2004-01-01 00:00:00-08,289.38,1,1038
1046,1,1,Lower Boones NB,8,5,I5N290.54-ENTD1,0,1,5005,1005,1005,,2004-01-01 00:00:00-08,290.54,1,1046
1054,2,1,Lower Boones SB,8,5,I5N290.40-ENTD1,0,1,5039,1039,1039,,2004-01-01 00:00:00-08,290.4,1,1054
1062,1,1,Upper Boones NB,8,5,I5N291.38-ENTD1,0,1,5006,1006,1006,,2004-01-01 00:00:00-08,291.38,1,1062
1070,2,1,Upper Boones SB,8,5,I5N291.25-ENTD1,0,1,5038,1038,1038,,2004-01-01 00:00:00-08,291.25,1,1070
1078,1,1,ORE 217/Kruseway NB,8,5,I5N292.18-ENTD1,0,1,5007,1007,1007,,2004-01-01 00:00:00-08,292.18,1,1078
1086,10,1,ORE 217 WB to SB,8,5,ORE217S7.0-ENTD1,0,1,5037,1037,1037,,2004-01-01 00:00:00-08,7,1,1086
1152,1,1,Morrison BR WB to NB,8,1,I5N301.09-ML1,0,1,1016,1016,1016,,2004-01-01 00:00:00-08,301.09,1,1152
1153,1,1,Morrison BR WB to NB,8,1,I5N301.09-ML2,0,2,1016,1016,1016,,2004-01-01 00:00:00-08,301.09,2,1153
1156,1,1,Morrison BR WB to NB,8,5,I5N301.09-ENTD1,0,1,5016,1016,1016,,2004-01-01 00:00:00-08,301.09,1,1156
1159,1,1,Morrison BR EB to NB,8,1,I5N301.09-ML1,0,1,1017,1017,1017,,2004-01-01 00:00:00-08,301.11,1,1159
1160,1,1,Morrison BR EB to NB,8,1,I5N301.09-ML2,0,2,1017,1017,1017,,2004-01-01 00:00:00-08,301.11,2,1160
1163,1,1,Morrison BR EB to NB,8,5,I5N301.09-ENTD1,0,1,5017,1017,1017,,2004-01-01 00:00:00-08,301.09,1,1163
1170,2,1,Wheeler SB,8,5,I5N302.17-ENTD1,0,1,5035,1035,1035,,2004-01-01 00:00:00-08,302.17,1,1170
1177,1,1,Broadway NB,8,5,I5N302.50-ENTD1,0,1,5018,1018,1018,,2004-01-01 00:00:00-08,302.5,1,1177
1180,1,1,Going St NB,8,2,I5N303.88-HOV1,0,1,2019,1019,1019,,2004-01-01 00:00:00-08,303.88,1,1180
1185,1,1,Going St NB,8,5,I5N303.88-ENTD1,0,1,5019,1019,1019,,2004-01-01 00:00:00-08,303.88,1,1185
1190,1,1,Alberta St NB,8,2,I5N304.40-HOV1,0,1,2020,1020,1020,,2004-01-01 00:00:00-08,304.4,1,1190
1193,1,1,Alberta St NB,8,5,I5N304.40-ENTD1,0,1,5020,1020,1020,,2004-01-01 00:00:00-08,304.4,1,1193
1198,1,1,Portland Blvd NB,8,2,I5N305.12-HOV1,0,1,2021,1021,1021,,2004-01-01 00:00:00-08,305.12,1,1198
1201,1,1,Portland Blvd NB,8,5,I5N305.12-ENTD1,0,1,5021,1021,1021,,2004-01-01 00:00:00-08,305.12,1,1201
1206,1,1,Denver Ave NB,8,2,I5N306.51-HOV1,0,1,2022,1022,1022,,2004-01-01 00:00:00-08,306.51,1,1206
1209,1,1,Denver Ave NB,8,5,I5N306.51-ENTD1,0,1,5022,1022,1022,,2004-01-01 00:00:00-08,306.51,1,1209
1214,1,1,Delta Park NB,8,2,I5N306.51-HOV1,2,1,2023,1023,1023,,2004-01-01 00:00:00-08,306.51,1,1214
1217,1,1,Delta Park NB,8,5,I5N306.51-ENTD1,0,1,5023,1023,1023,,2004-01-01 00:00:00-08,306.51,1,1217
1225,1,1,Marine Dr NB,8,5,I5N307.46-ENTD1,0,1,5024,1024,1024,,2004-01-01 00:00:00-08,307.46,1,1225
1233,1,1,Jantzen Beach NB,8,5,I5N307.90-ENTD1,0,1,5025,1025,1025,,2004-01-01 00:00:00-08,307.9,1,1233
1241,2,1,Jantzen Beach SB,8,5,I5S307.90-ENTD1,0,1,5026,1026,1026,,2004-01-01 00:00:00-08,307.9,1,1241
1249,2,1,Swift Blvd/Marine Dr SB,8,5,I5S307.35-ENTD1,0,1,5027,1027,1027,,2004-01-01 00:00:00-08,307.35,1,1249
1256,2,1,Columbia Blvd SB,8,5,I5S305.97-ENTD1,0,1,5028,1028,1028,,2004-01-01 00:00:00-08,305.97,1,1256
1264,2,1,Lombard WB to SB,8,5,I5S305.51-ENTD1,0,1,5029,1029,1029,,2004-01-01 00:00:00-08,305.51,1,1264
1280,2,1,Portland Blvd SB,8,5,I5S304.85-ENTD1,0,1,5031,1031,1031,,2004-01-01 00:00:00-08,304.85,1,1280
1288,2,1,Alberta St SB,8,5,I5S304.08-ENTD1,0,1,5032,1032,1032,,2004-01-01 00:00:00-08,304.08,1,1288
1296,2,1,Going St SB,8,5,I5S303.90-ENTD1,0,1,5033,1033,1033,,2004-01-01 00:00:00-08,303.9,1,1296
1303,2,1,Greeley Ave SB,8,5,I5S303.10-ENTD1,0,1,5034,1034,1034,,2004-01-01 00:00:00-08,303.1,1,1303
1318,3,1,ORE 99E NB,8,5,I205N9.45-ENTD1,0,1,5041,1041,1041,,2004-01-01 00:00:00-08,9.45,1,1318
1326,3,1,Gladstone NB,8,5,I205N11.05-ENTD1,0,1,5042,1042,1042,,2004-01-01 00:00:00-08,11.05,1,1326
1334,3,1,Clackamas Hwy NB,8,5,I205N12.94-ENTD1,0,1,5043,1043,1043,,2004-01-01 00:00:00-08,12.94,1,1334
1342,3,1,Lawnfield NB,8,5,I205N13.58-ENTD1,0,1,5044,1044,1044,,2004-01-01 00:00:00-08,13.58,1,1342
1348,3,1,Sunnyside NB,8,1,I205N14.70-ML4,0,4,1045,1045,1045,,2004-01-01 00:00:00-08,14.32,4,1348
1350,3,1,Sunnyside NB,8,5,I205N14.70-ENTD1,0,1,5045,1045,1045,,2004-01-01 00:00:00-08,14.32,1,1350
1358,3,1,Johnson Cr NB,8,5,I205N16.20-ENTD1,0,1,5046,1046,1046,,2004-01-01 00:00:00-08,16.2,1,1358
1366,3,1,Foster NB,8,5,I205N18.10-ENTD1,0,1,5047,1047,1047,,2004-01-01 00:00:00-08,18.1,1,1366
1374,3,1,Division NB,8,5,I205N19.78-ENTD1,0,1,5048,1048,1048,,2004-01-01 00:00:00-08,19.78,1,1374
1314,3,1,ORE 99E NB,8,1,I205N9.45-ML1,30,1,1041,1041,1041,2014-09-01 00:00:00-07,2004-01-01 00:00:00-08,9.45,1,1314
1315,3,1,ORE 99E NB,8,1,I205N9.45-ML2,30,2,1041,1041,1041,2014-09-01 00:00:00-07,2004-01-01 00:00:00-08,9.45,2,1315
1321,3,1,Gladstone NB,8,1,I205N11.05-ML1,30,1,1042,1042,1042,2014-09-01 00:00:00-07,2004-01-01 00:00:00-08,11.05,1,1321
1322,3,1,Gladstone NB,8,1,I205N11.05-ML2,30,2,1042,1042,1042,2014-09-01 00:00:00-07,2004-01-01 00:00:00-08,11.05,2,1322
1323,3,1,Gladstone NB,8,1,I205N11.05-ML3,30,3,1042,1042,1042,2014-09-01 00:00:00-07,2004-01-01 00:00:00-08,11.05,3,1323
1329,3,1,Clackamas Hwy NB,8,1,I205N12.94-ML1,30,1,1043,1043,1043,2014-09-01 00:00:00-07,2004-01-01 00:00:00-08,12.94,1,1329
1330,3,1,Clackamas Hwy NB,8,1,I205N12.94-ML2,30,2,1043,1043,1043,2014-09-01 00:00:00-07,2004-01-01 00:00:00-08,12.94,2,1330
1331,3,1,Clackamas Hwy NB,8,1,I205N12.94-ML3,30,3,1043,1043,1043,2014-09-01 00:00:00-07,2004-01-01 00:00:00-08,12.94,3,1331
1382,4,1,Airportway WB to SB,8,5,I205S24.77-ENTD1,0,1,5049,1049,1049,,2004-01-01 00:00:00-08,24.77,1,1382
