starttime,traveltime
7/5/2015 3:46 pm,586
7/5/2015 3:49 pm,571
7/5/2015 4:20 pm,554
7/5/2015 4:29 pm,530
7/5/2015 5:11 pm,517
7/5/2015 5:36 pm,487
7/5/2015 6:08 pm,423
7/5/2015 6:13 pm,582
7/5/2015 6:17 pm,519
7/5/2015 6:23 pm,483
7/5/2015 6:39 pm,493
7/5/2015 6:39 pm,533
7/5/2015 7:01 pm,540
7/5/2015 7:05 pm,520
7/5/2015 7:14 pm,388
7/5/2015 7:21 pm,559
7/5/2015 7:25 pm,496
7/5/2015 8:02 pm,502
7/5/2015 8:02 pm,501
7/5/2015 8:12 pm,585
7/5/2015 8:16 pm,515
7/5/2015 8:33 pm,567
7/5/2015 9:01 pm,475
7/5/2015 9:13 pm,549
7/5/2015 9:13 pm,514
7/5/2015 9:36 pm,865
7/5/2015 9:43 pm,462
7/5/2015 10:19 pm,544
7/5/2015 11:05 pm,1522
7/5/2015 11:11 pm,1002
7/5/2015 11:15 pm,905
7/5/2015 11:36 pm,854
7/5/2015 11:50 pm,474
7/6/2015 12:08 am,394
7/6/2015 12:19 am,580
7/6/2015 12:19 am,577
7/6/2015 3:03 am,2189
7/6/2015 3:20 am,365
7/6/2015 5:41 am,795
7/6/2015 6:01 am,2034
7/6/2015 6:29 am,402
7/6/2015 6:46 am,454
7/6/2015 7:08 am,435
7/6/2015 7:25 am,500
7/6/2015 7:26 am,572
7/6/2015 8:00 am,492
7/6/2015 8:08 am,974
7/6/2015 8:08 am,975
7/6/2015 8:08 am,975
7/6/2015 8:18 am,486
7/6/2015 8:25 am,485
7/6/2015 8:38 am,569
7/6/2015 8:39 am,496
7/6/2015 8:43 am,483
7/6/2015 9:23 am,505
7/6/2015 9:31 am,514
7/6/2015 9:36 am,488
7/6/2015 9:36 am,923
7/6/2015 9:36 am,925
7/6/2015 9:37 am,801
7/6/2015 9:52 am,441
7/6/2015 10:09 am,456
7/6/2015 10:15 am,1272
7/6/2015 10:15 am,1269
7/6/2015 10:19 am,2387
7/6/2015 10:24 am,1129
7/6/2015 10:27 am,974
7/6/2015 10:27 am,568
7/6/2015 10:27 am,569
7/6/2015 10:27 am,530
7/6/2015 10:30 am,506
7/6/2015 11:05 am,520
7/6/2015 11:15 am,566
7/6/2015 11:19 am,473
7/6/2015 11:22 am,440
7/6/2015 11:25 am,585
7/6/2015 11:30 am,491
7/6/2015 11:34 am,475
7/6/2015 11:37 am,475
7/6/2015 11:38 am,524
7/6/2015 11:38 am,434
7/6/2015 11:38 am,439
7/6/2015 11:38 am,520
7/6/2015 12:15 pm,531
7/6/2015 12:15 pm,662
7/6/2015 12:20 pm,591
7/6/2015 12:28 pm,568
7/6/2015 12:49 pm,548
7/6/2015 1:23 pm,583
7/6/2015 1:29 pm,632
7/6/2015 1:37 pm,586
7/6/2015 1:38 pm,503
7/6/2015 1:40 pm,501
7/6/2015 1:46 pm,489
7/6/2015 1:47 pm,567
7/6/2015 1:49 pm,559
7/6/2015 2:23 pm,591
7/6/2015 2:29 pm,567
7/6/2015 2:33 pm,665
7/6/2015 2:37 pm,719
7/6/2015 2:38 pm,701
7/6/2015 3:06 pm,526
7/6/2015 3:13 pm,655
7/6/2015 3:29 pm,670
7/6/2015 3:30 pm,670
7/6/2015 3:37 pm,557
7/6/2015 3:38 pm,536
7/6/2015 3:44 pm,644
7/6/2015 3:47 pm,686
7/6/2015 4:03 pm,700
7/6/2015 4:04 pm,1318
7/6/2015 4:04 pm,748
7/6/2015 4:09 pm,747
7/6/2015 4:15 pm,657
7/6/2015 4:15 pm,1338
7/6/2015 4:20 pm,713
7/6/2015 4:20 pm,686
7/6/2015 4:24 pm,703
7/6/2015 4:24 pm,691
7/6/2015 4:24 pm,653
7/6/2015 4:25 pm,831
7/6/2015 4:28 pm,667
7/6/2015 4:33 pm,742
7/6/2015 4:34 pm,719
7/6/2015 4:35 pm,731
7/6/2015 4:39 pm,672
7/6/2015 5:01 pm,817
7/6/2015 5:05 pm,837
7/6/2015 5:06 pm,817
7/6/2015 5:10 pm,948
7/6/2015 5:11 pm,866
7/6/2015 5:12 pm,959
7/6/2015 5:13 pm,1047
7/6/2015 5:18 pm,908
7/6/2015 5:19 pm,744
7/6/2015 5:22 pm,870
7/6/2015 5:23 pm,787
7/6/2015 5:25 pm,773
7/6/2015 5:30 pm,616
7/6/2015 5:30 pm,769
7/6/2015 5:36 pm,690
7/6/2015 5:38 pm,636
7/6/2015 5:39 pm,706
7/6/2015 5:40 pm,777
7/6/2015 5:40 pm,729
7/6/2015 5:43 pm,657
7/6/2015 6:02 pm,585
7/6/2015 6:08 pm,695
7/6/2015 6:13 pm,682
7/6/2015 6:20 pm,481
7/6/2015 6:22 pm,580
